Season Start Year,League,Team,Info,Name,Age,POS,CM,KG,Apps Combined,Apps,Starts,Subs,Mins,Goal,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
2013,Bundesliga,Bayern Munich,Franck Ribéry Bayern Munich/31/AM(L) ,Franck Ribéry,30,AM(L) ,170,72,18(4),22,18,4,1648,10,10,2,-,2.7,83.8,0.4,8,8.28
2013,Bundesliga,Bayern Munich,Thiago Alcántara Bayern Munich/23/DM(C)^M(L) ,Thiago Alcántara,22,DM(C)^M(L) ,174,70,11(5),16,11,5,1007,2,4,1,-,1.3,91.6,0.8,2,7.9
2013,Bundesliga,Bayern Munich,Mario Götze Bayern Munich/22/AM(CLR)^FW ,Mario Götze,21,AM(CLR)^FW ,176,64,20(7),27,20,7,1840,10,8,-,-,1.9,87.9,0.6,4,7.72
2013,Bundesliga,Bayern Munich,Arjen Robben Bayern Munich/30/AM(LR)^FW ,Arjen Robben,29,AM(LR)^FW ,180,80,20(8),28,20,8,1717,11,6,-,-,2.7,81.8,0.4,4,7.62
2013,Bundesliga,Bayern Munich,David Alaba Bayern Munich/22/D(CL)^M(CL) ,David Alaba,21,D(CL)^M(CL) ,180,76,26(2),28,26,2,2401,2,6,-,-,1.7,89.3,1.5,1,7.55
2013,Bundesliga,Bayern Munich,Javi Martínez Bayern Munich/26/D(C)^M(C) ,Javi Martínez14091,25,D(C)^M(C) ,190,81,14(4),18,14,4,1341,-,-,3,-,0.9,89.5,4.2,1,7.5
2013,Bundesliga,Bayern Munich,Mario Mandzukic Bayern Munich/28/AM(L)^FW ,Mario Mandzukic,27,AM(L)^FW ,187,84,21(9),30,21,9,2037,18,4,5,-,2.5,72.7,3,1,7.5
2013,Bundesliga,Bayern Munich,Claudio Pizarro Bayern Munich/36/AM(C)^FW ,Claudio Pizarro,35,AM(C)^FW ,184,84,6(11),17,6,11,706,10,2,-,-,1.4,80.9,0.7,2,7.39
2013,Bundesliga,Bayern Munich,Dante Bayern Munich/31/D(C) ,Dante,30,D(C) ,188,87,27(2),29,27,2,2422,2,1,4,-,0.7,91.4,3.4,-,7.37
2013,Bundesliga,Bayern Munich,Thomas Müller Bayern Munich/25/AM(CLR)^FW ,Thomas Müller,24,AM(CLR)^FW ,186,75,25(6),31,25,6,2183,13,10,2,-,2.3,78.6,1.6,3,7.36
2013,Bundesliga,Bayern Munich,Toni Kroos Bayern Munich/24/M(CLR) ,Toni Kroos,23,M(CLR) ,182,78,24(5),29,24,5,2085,2,4,6,-,1.8,91.9,0.8,-,7.34
2013,Bundesliga,Bayern Munich,Bastian Schweinsteiger Bayern Munich/30/M(C) ,Bastian Schweinsteiger,29,M(C) ,183,79,22(1),23,22,1,1841,4,4,4,-,1.3,89.9,2,2,7.32
2013,Bundesliga,Bayern Munich,Jerome Boateng Bayern Munich/26/D(CLR) ,Jerome Boateng,25,D(CLR) ,192,90,25,25,25,0,2176,1,1,6,1,0.5,87.3,2.8,-,7.28
2013,Bundesliga,Bayern Munich,Philipp Lahm Bayern Munich/30/D(LR)^DM(C) ,Philipp Lahm,29,D(LR)^DM(C) ,170,66,25(3),28,25,3,2343,1,4,2,-,0.6,91.7,0.8,-,7.22
2013,Bundesliga,Bayern Munich,Xherdan Shaqiri Bayern Munich/23/AM(CLR) ,Xherdan Shaqiri,22,AM(CLR) ,169,72,10(7),17,10,7,800,6,2,-,-,1.7,84.7,0.3,2,7.2
2013,Bundesliga,Bayern Munich,Tom Starke Bayern Munich/33/GK ,Tom Starke,32,GK ,194,98,2,2,2,0,180,-,-,-,-,-,82.7,-,-,7.18
2013,Bundesliga,Bayern Munich,Daniel van Buyten Bayern Munich/36/D(C) ,Daniel van Buyten,35,D(C) ,197,96,10(2),12,10,2,926,1,-,3,-,0.5,91.5,4.4,-,7.16
2013,Bundesliga,Bayern Munich,Rafinha Bayern Munich/29/D(R)^DM(C)^M(R) ,Rafinha13755,28,D(R)^DM(C)^M(R) ,172,68,25(3),28,25,3,2212,-,7,4,1,0.4,90,0.8,-,7.12
2013,Bundesliga,Bayern Munich,Manuel Neuer Bayern Munich/28/GK ,Manuel Neuer,27,GK ,193,92,31,31,31,0,2746,-,-,-,-,-,88.3,0.5,-,7.05
2013,Bundesliga,Bayern Munich,Pierre-Emile Höjbjerg Bayern Munich/19/M ,Pierre-Emile Höjbjerg,18,M ,185,84,2(5),7,2,5,289,-,1,-,-,1.4,88.8,0.9,-,6.95
2013,Bundesliga,Bayern Munich,Diego Contento Bayern Munich/24/D(L) ,Diego Contento,23,D(L) ,177,74,6(4),10,6,4,589,-,1,1,-,0.4,83.9,1.5,-,6.92
2013,Bundesliga,Bayern Munich,Lukas Raeder Bayern Munich/20/GK ,Lukas Raeder,19,GK ,194,87,1(1),2,1,1,136,-,1,-,-,-,69.8,-,-,6.86
2013,Bundesliga,Bayern Munich,Jan Kirchhoff Bayern Munich/24/D(C)^DM(C) ,Jan Kirchhoff,23,D(C)^DM(C) ,195,90,0(7),7,0,7,98,-,-,1,-,0.1,94.7,0.3,-,6.58
2013,Bundesliga,Bayern Munich,Ylli Sallahi Bayern Munich/20/D ,Ylli Sallahi,19,D ,176,73,1,1,1,0,52,-,-,-,-,-,78.3,-,-,6.34
2013,Bundesliga,Bayern Munich,Mitchell Weiser Bayern Munich/20/M ,Mitchell Weiser,19,M ,176,67,2(1),3,2,1,140,-,-,1,-,-,86.4,1,-,6.32
2013,Bundesliga,Borussia Dortmund,Robert Lewandowski Borussia Dortmund/26/AM(C)^FW ,Robert Lewandowski,25,AM(C)^FW ,185,79,31(2),33,31,2,2811,20,6,3,-,3.5,72.3,4.4,7,8
2013,Bundesliga,Borussia Dortmund,Marco Reus Borussia Dortmund/25/AM(CLR)^FW ,Marco Reus,24,AM(CLR)^FW ,180,71,26(4),30,26,4,2234,16,13,6,-,3.7,74.7,0.9,5,7.91
2013,Bundesliga,Borussia Dortmund,Mats Hummels Borussia Dortmund/25/D(C)^DM(C) ,Mats Hummels,24,D(C)^DM(C) ,191,92,23,23,23,0,1974,2,2,4,1,0.9,81.3,4.8,1,7.69
2013,Bundesliga,Borussia Dortmund,Henrikh Mkhitaryan Borussia Dortmund/25/M(CR) ,Henrikh Mkhitaryan,24,M(CR) ,177,75,29(2),31,29,2,2470,9,10,6,-,2.3,76.7,1.1,3,7.59
2013,Bundesliga,Borussia Dortmund,Sokratis Borussia Dortmund/26/D(CR) ,Sokratis,25,D(CR) ,186,85,24(4),28,24,4,2266,1,2,4,1,0.8,81.8,5.8,1,7.54
2013,Bundesliga,Borussia Dortmund,Nuri Sahin Borussia Dortmund/26/DM(C) ,Nuri Sahin,25,DM(C) ,180,73,31(3),34,31,3,2783,2,2,4,-,1.6,79.5,2.5,1,7.47
2013,Bundesliga,Borussia Dortmund,Neven Subotic Borussia Dortmund/25/D(C) ,Neven Subotic,24,D(C) ,191,83,10,10,10,0,828,-,-,1,-,1.1,83.4,3.6,-,7.4
2013,Bundesliga,Borussia Dortmund,Erik Durm Borussia Dortmund/22/D(L) ,Erik Durm,21,D(L) ,183,72,14(5),19,14,5,1392,-,-,-,-,0.6,74.2,2.2,1,7.26
2013,Bundesliga,Borussia Dortmund,Sebastian Kehl Borussia Dortmund/34/DM(C) ,Sebastian Kehl,33,DM(C) ,187,87,12(5),17,12,5,1152,1,1,-,-,0.6,79.9,2.8,1,7.22
2013,Bundesliga,Borussia Dortmund,Marcel Schmelzer Borussia Dortmund/26/D(L) ,Marcel Schmelzer,25,D(L) ,180,74,19,19,19,0,1594,1,3,1,-,0.6,77,1.6,-,7.19
2013,Bundesliga,Borussia Dortmund,Manuel Friedrich Borussia Dortmund/35/D(C) ,Manuel Friedrich,34,D(C) ,189,87,8(3),11,8,3,798,1,-,2,-,0.3,84.7,5.5,-,7.16
2013,Bundesliga,Borussia Dortmund,Kevin Großkreutz Borussia Dortmund/26/D(LR)^M(CLR) ,Kevin Großkreutz,25,D(LR)^M(CLR) ,186,77,31(2),33,31,2,2810,1,3,3,-,0.9,80.2,1.7,-,7.13
2013,Bundesliga,Borussia Dortmund,Sven Bender Borussia Dortmund/25/DM(C) ,Sven Bender,24,DM(C) ,186,80,18(1),19,18,1,1389,1,-,2,-,0.7,84,2.5,-,7.13
2013,Bundesliga,Borussia Dortmund,Pierre-Emerick Aubameyang Borussia Dortmund/25/AM(LR)^FW ,Pierre-Emerick Aubameyang,24,AM(LR)^FW ,187,80,21(11),32,21,11,1987,13,4,1,-,2,68.2,1.1,1,7.06
2013,Bundesliga,Borussia Dortmund,Milos Jojic Borussia Dortmund/22/M(C) ,Milos Jojic,21,M(C) ,177,78,4(6),10,4,6,484,4,1,2,-,0.8,76.1,1.4,-,7
2013,Bundesliga,Borussia Dortmund,Lukasz Piszczek Borussia Dortmund/29/D(R)^M(R) ,Lukasz Piszczek,28,D(R)^M(R) ,184,79,15(4),19,15,4,1406,3,-,-,-,0.8,73,1.9,-,6.98
2013,Bundesliga,Borussia Dortmund,Oliver Kirch Borussia Dortmund/32/D(R)^DM(C)^M(R) ,Oliver Kirch,31,D(R)^DM(C)^M(R) ,182,75,4(4),8,4,4,467,1,-,1,-,0.8,82.2,0.8,-,6.92
2013,Bundesliga,Borussia Dortmund,Ilkay Gündogan Borussia Dortmund/24/M(C) ,Ilkay Gündogan,23,M(C) ,180,80,1,1,1,0,58,-,-,-,-,-,77.8,2,-,6.74
2013,Bundesliga,Borussia Dortmund,Jakub Blaszczykowski Borussia Dortmund/28/AM(CR) ,Jakub Blaszczykowski,27,AM(CR) ,176,77,11(5),16,11,5,800,2,1,-,-,0.9,76,0.5,-,6.7
2013,Bundesliga,Borussia Dortmund,Roman Weidenfeller Borussia Dortmund/34/GK ,Roman Weidenfeller,33,GK ,190,90,30,30,30,0,2700,-,-,1,-,-,68.2,0.6,-,6.6
2013,Bundesliga,Borussia Dortmund,Jonas Hofmann Borussia Dortmund/22/AM(R) ,Jonas Hofmann,21,AM(R) ,178,72,4(22),26,4,22,717,2,4,1,-,0.5,81.6,0.1,-,6.54
2013,Bundesliga,Borussia Dortmund,Mitchell Langerak Borussia Dortmund/26/GK ,Mitchell Langerak,25,GK ,193,84,4,4,4,0,360,-,-,-,-,-,51.4,0.3,-,6.46
2013,Bundesliga,Borussia Dortmund,Julian Schieber Borussia Dortmund/25/AM(L)^FW ,Julian Schieber,24,AM(L)^FW ,186,83,1(11),12,1,11,168,-,-,-,-,0.4,60.7,0.9,-,6.24
2013,Bundesliga,Borussia Dortmund,Marvin Ducksch Borussia Dortmund/20/FW ,Marvin Ducksch,19,FW ,186,72,1(5),6,1,5,161,-,-,-,-,1,80.5,0.3,-,6.15
2013,Bundesliga,Borussia Dortmund,Marian Sarr Borussia Dortmund/19/D ,Marian Sarr,18,D ,188,83,2,2,2,0,136,-,-,1,-,-,84.3,1,-,5.94
2013,Bundesliga,Borussia Dortmund,Koray Günter Borussia Dortmund/20/D ,Koray Günter,19,D ,184,79,0(1),1,0,1,1,-,-,-,-,-,75,1,-,5.88
2013,Bundesliga,Schalke 04,Jefferson Farfán Schalke 04/30/AM(CR)^FW ,Jefferson Farfán,29,AM(CR)^FW ,178,84,17(2),19,17,2,1528,9,5,2,-,1.5,80.1,0.9,2,7.7
2013,Bundesliga,Schalke 04,Julian Draxler Schalke 04/21/AM(CL) ,Julian Draxler,20,AM(CL) ,187,75,25(1),26,25,1,2163,2,6,5,-,1.8,84.1,1.9,3,7.69
2013,Bundesliga,Schalke 04,Joel Matip Schalke 04/23/D(C)^DM(C) ,Joel Matip,22,D(C)^DM(C) ,195,90,31,31,31,0,2790,3,2,4,-,0.5,80.8,4.3,1,7.45
2013,Bundesliga,Schalke 04,Klaas-Jan Huntelaar Schalke 04/31/AM(R)^FW ,Klaas-Jan Huntelaar,30,AM(R)^FW ,186,83,17(1),18,17,1,1469,12,-,5,-,3.1,74.2,3.6,3,7.45
2013,Bundesliga,Schalke 04,Kevin-Prince Boateng Schalke 04/27/M(CR)^FW ,Kevin-Prince Boateng,26,M(CR)^FW ,186,86,28,28,28,0,2460,6,2,6,-,3.1,80,3.3,1,7.3
2013,Bundesliga,Schalke 04,Leon Goretzka Schalke 04/19/AM(R) ,Leon Goretzka,18,AM(R) ,189,79,15(10),25,15,10,1508,4,1,1,-,1.7,76.8,2.5,3,7.22
2013,Bundesliga,Schalke 04,Atsuto Uchida Schalke 04/26/D(R) ,Atsuto Uchida,25,D(R) ,176,70,17,17,17,0,1522,-,3,5,-,0.1,80.1,2.1,-,7.22
2013,Bundesliga,Schalke 04,Dennis Aogo Schalke 04/27/D(L)^M(CL) ,Dennis Aogo,26,D(L)^M(CL) ,184,85,10,10,10,0,890,-,4,1,-,1.1,86.4,1.3,-,7.17
2013,Bundesliga,Schalke 04,Ralf Fährmann Schalke 04/26/GK ,Ralf Fährmann,25,GK ,196,95,22,22,22,0,1980,-,-,-,-,-,55.1,0.8,2,7.13
2013,Bundesliga,Schalke 04,Roman Neustädter Schalke 04/26/D(C)^DM(C) ,Roman Neustädter,25,D(C)^DM(C) ,190,83,31(1),32,31,1,2600,2,5,4,-,0.8,83.2,2.1,-,7.12
2013,Bundesliga,Schalke 04,Max Meyer Schalke 04/19/AM(C) ,Max Meyer,18,AM(C) ,173,68,21(9),30,21,9,1852,6,3,3,-,1.1,84.5,0.3,-,7.09
2013,Bundesliga,Schalke 04,Chinedu Obasi Schalke 04/28/AM(LR)^FW ,Chinedu Obasi,27,AM(LR)^FW ,188,79,7(8),15,7,8,597,3,1,1,-,0.7,74.5,1.4,2,7.08
2013,Bundesliga,Schalke 04,Sead Kolasinac Schalke 04/21/D(L) ,Sead Kolasinac,20,D(L) ,183,85,21(3),24,21,3,1865,-,2,5,-,0.5,77.6,1.7,1,7.05
2013,Bundesliga,Schalke 04,Felipe Santana Schalke 04/28/D(C) ,Felipe Santana,27,D(C) ,194,85,13(7),20,13,7,1255,1,1,-,1,0.4,77.8,3.5,-,7.03
2013,Bundesliga,Schalke 04,Jermaine Jones Schalke 04/32/DM(C) ,Jermaine Jones,31,DM(C) ,183,78,9(5),14,9,5,903,1,1,3,-,0.8,76.3,3.8,-,6.97
2013,Bundesliga,Schalke 04,Marco Höger Schalke 04/25/D(R)^DM(C) ,Marco Höger,24,D(R)^DM(C) ,182,83,6(2),8,6,2,548,2,-,-,-,0.5,88.3,1.8,-,6.97
2013,Bundesliga,Schalke 04,Tim Hoogland Schalke 04/29/D(R)^M(CR) ,Tim Hoogland,28,D(R)^M(CR) ,183,79,15(4),19,15,4,1364,-,-,2,-,0.4,74.8,2.7,1,6.94
2013,Bundesliga,Schalke 04,Kaan Ayhan Schalke 04/19/D(C) ,Kaan Ayhan,18,D(C) ,184,81,9(5),14,9,5,886,1,1,3,-,0.9,79.4,3,-,6.88
2013,Bundesliga,Schalke 04,Christian Fuchs Schalke 04/28/D(L)^M(L) ,Christian Fuchs,27,D(L)^M(L) ,186,86,9(7),16,9,7,866,-,2,1,1,0.4,72,3,-,6.86
2013,Bundesliga,Schalke 04,Benedikt Höwedes Schalke 04/26/D(CLR) ,Benedikt Höwedes,25,D(CLR) ,187,82,18(1),19,18,1,1635,1,-,-,2,0.6,86.2,2.6,-,6.85
2013,Bundesliga,Schalke 04,Jan Kirchhoff Schalke 04/24/D(C)^DM(C) ,Jan Kirchhoff,23,D(C)^DM(C) ,195,90,0(2),2,0,2,37,-,-,-,-,-,100,0.5,-,6.76
2013,Bundesliga,Schalke 04,Adám Szalai Schalke 04/26/FW ,Adám Szalai,25,FW ,193,87,14(14),28,14,14,1423,7,-,2,-,1.3,66.9,2.3,1,6.66
2013,Bundesliga,Schalke 04,Timo Hildebrand Schalke 04/35/GK ,Timo Hildebrand,34,GK ,186,80,12,12,12,0,1080,-,-,-,-,-,55,0.2,-,6.51
2013,Bundesliga,Schalke 04,Anthony Annan Schalke 04/28/DM(C) ,Anthony Annan,27,DM(C) ,175,64,0(3),3,0,3,33,-,-,-,-,0.3,73.3,1.3,-,6.48
2013,Bundesliga,Schalke 04,Christian Clemens Schalke 04/22/AM(LR) ,Christian Clemens,21,AM(LR) ,181,78,6(5),11,6,5,520,-,-,-,-,0.6,78.5,0.3,-,6.39
2013,Bundesliga,Schalke 04,Leroy Sane Schalke 04/18/M ,Leroy Sane,17,M ,172,63,0(1),1,0,1,16,-,-,-,-,1,25,-,-,6.31
2013,Bundesliga,Schalke 04,Philipp Max Schalke 04/21/D ,Philipp Max,20,D ,178,74,0(2),2,0,2,5,-,-,-,-,-,100,-,-,6.12
2013,Bundesliga,Schalke 04,Tranquillo Barnetta Schalke 04/29/AM(CLR) ,Tranquillo Barnetta,28,AM(CLR) ,178,70,0(1),1,0,1,10,-,-,-,-,-,80,-,-,6.07
2013,Bundesliga,Schalke 04,Teemu Pukki Schalke 04/24/FW ,Teemu Pukki,23,FW ,180,77,0(1),1,0,1,28,-,-,-,-,-,90,-,-,5.76
2013,Bundesliga,Schalke 04,Kyriakos Papadopoulos Schalke 04/22/D(C)^DM(C) ,Kyriakos Papadopoulos,21,D(C)^DM(C) ,183,85,1(3),4,1,3,99,-,-,-,1,0.3,100,0.5,-,5.65
2013,Bundesliga,Bayer Leverkusen,Stefan Kießling Bayer Leverkusen/30/FW ,Stefan Kießling,29,FW ,191,80,30(2),32,30,2,2687,15,3,3,-,2.6,69.8,6.8,5,7.7
2013,Bundesliga,Bayer Leverkusen,Heung-Min Son Bayer Leverkusen/22/AM(LR)^FW ,Heung-Min Son,21,AM(LR)^FW ,183,76,29(2),31,29,2,2408,10,4,1,-,2.7,80.3,0.9,3,7.39
2013,Bundesliga,Bayer Leverkusen,Sidney Sam Bayer Leverkusen/26/AM(LR) ,Sidney Sam,25,AM(LR) ,174,71,16(6),22,16,6,1408,8,7,2,-,1.8,80.2,0.4,2,7.33
2013,Bundesliga,Bayer Leverkusen,Emir Spahic Bayer Leverkusen/34/D(C) ,Emir Spahic,33,D(C) ,186,81,26(1),27,26,1,2356,2,2,9,1,0.3,84.9,4.4,3,7.32
2013,Bundesliga,Bayer Leverkusen,Emre Can Bayer Leverkusen/20/D(L)^DM(C) ,Emre Can,19,D(L)^DM(C) ,184,82,24(5),29,24,5,2207,3,3,9,-,1.2,78,2.2,1,7.32
2013,Bundesliga,Bayer Leverkusen,Lars Bender Bayer Leverkusen/25/DM(C) ,Lars Bender,24,DM(C) ,184,77,28(1),29,28,1,2358,3,1,2,1,0.8,77.6,2.8,-,7.31
2013,Bundesliga,Bayer Leverkusen,Gonzalo Castro Bayer Leverkusen/27/D(LR)^M(CLR) ,Gonzalo Castro13423,26,D(LR)^M(CLR) ,172,73,30,30,30,0,2569,5,8,7,-,1.6,79,0.8,-,7.29
2013,Bundesliga,Bayer Leverkusen,Sebastian Boenisch Bayer Leverkusen/27/D(L) ,Sebastian Boenisch,26,D(L) ,191,89,25,25,25,0,2250,1,3,2,-,1.8,70.8,4,1,7.18
2013,Bundesliga,Bayer Leverkusen,Roberto Hilbert Bayer Leverkusen/30/D(R)^M(LR) ,Roberto Hilbert,29,D(R)^M(LR) ,183,81,15(1),16,15,1,1298,1,1,2,-,0.8,73.2,2.6,-,7.16
2013,Bundesliga,Bayer Leverkusen,Simon Rolfes Bayer Leverkusen/32/DM(C) ,Simon Rolfes,31,DM(C) ,191,83,22(9),31,22,9,2210,4,3,1,-,0.9,80.5,2.8,1,7.09
2013,Bundesliga,Bayer Leverkusen,Ömer Toprak Bayer Leverkusen/25/D(C) ,Ömer Toprak,24,D(C) ,186,83,27(1),28,27,1,2451,1,1,5,-,0.4,88.1,3.3,-,7.08
2013,Bundesliga,Bayer Leverkusen,Giulio Donati Bayer Leverkusen/24/D(R) ,Giulio Donati,23,D(R) ,179,82,20(4),24,20,4,1863,-,1,5,-,0.2,73.5,2.1,-,7.05
2013,Bundesliga,Bayer Leverkusen,Bernd Leno Bayer Leverkusen/22/GK ,Bernd Leno,21,GK ,190,82,34,34,34,0,3060,-,-,1,-,-,69.5,0.8,1,7.02
2013,Bundesliga,Bayer Leverkusen,Philipp Wollscheid Bayer Leverkusen/25/D(C) ,Philipp Wollscheid,24,D(C) ,194,88,13(7),20,13,7,1163,-,-,6,-,0.3,85.5,3.2,1,6.86
2013,Bundesliga,Bayer Leverkusen,Andrés Guardado Bayer Leverkusen/28/D(L)^M(CL) ,Andrés Guardado,27,D(L)^M(CL) ,169,67,3(1),4,3,1,272,-,-,2,-,1.3,83.5,1.3,-,6.84
2013,Bundesliga,Bayer Leverkusen,Stefan Reinartz Bayer Leverkusen/25/D(C)^DM(C) ,Stefan Reinartz,24,D(C)^DM(C) ,189,87,13(1),14,13,1,1107,-,1,5,-,0.4,85.2,1.8,-,6.82
2013,Bundesliga,Bayer Leverkusen,Julian Brandt Bayer Leverkusen/18/AM(R) ,Julian Brandt,17,AM(R) ,185,82,6(6),12,6,6,601,2,2,1,-,0.9,71.7,0.6,-,6.67
2013,Bundesliga,Bayer Leverkusen,Jens Hegeler Bayer Leverkusen/26/M(CLR) ,Jens Hegeler,25,M(CLR) ,193,86,6(12),18,6,12,690,-,3,3,-,0.8,69.4,1.7,-,6.62
2013,Bundesliga,Bayer Leverkusen,Konstantinos Stafylidis Bayer Leverkusen/20/D ,Konstantinos Stafylidis,19,D ,177,74,0(1),1,0,1,9,-,-,-,-,2,100,-,-,6.57
2013,Bundesliga,Bayer Leverkusen,Robbie Kruse Bayer Leverkusen/26/AM(CR)^FW ,Robbie Kruse,25,AM(CR)^FW ,179,71,4(11),15,4,11,416,2,2,1,-,0.8,73,0.3,1,6.53
2013,Bundesliga,Bayer Leverkusen,Eren Derdiyok Bayer Leverkusen/26/FW ,Eren Derdiyok,25,FW ,191,92,4(14),18,4,14,548,1,1,2,-,1.3,67.5,2.4,1,6.44
2013,Bundesliga,Bayer Leverkusen,Levin Öztunali Bayer Leverkusen/18/M ,Levin Öztunali,17,M ,184,80,0(9),9,0,9,86,-,-,-,-,-,85,0.3,-,6.27
2013,Bundesliga,Bayer Leverkusen,Dominik Kohr Bayer Leverkusen/20/DM(C) ,Dominik Kohr,19,DM(C) ,183,75,0(2),2,0,2,5,-,-,-,-,-,100,-,-,6.2
2013,Bundesliga,Bayer Leverkusen,Seung-Woo Ryu Bayer Leverkusen/20/FW ,Seung-Woo Ryu,19,FW ,172,67,0(2),2,0,2,17,-,-,-,-,-,75,-,-,5.85
2013,Bundesliga,Wolfsburg,Ricardo Rodriguez Wolfsburg/22/D(L) ,Ricardo Rodriguez,21,D(L) ,180,77,34,34,34,0,3060,5,9,2,-,1.1,80.4,3.1,8,8.01
2013,Bundesliga,Wolfsburg,Diego Wolfsburg/29/AM(CLR) ,Diego,28,AM(CLR) ,173,73,15,15,15,0,1276,3,2,7,-,2.8,81.8,0.6,1,7.73
2013,Bundesliga,Wolfsburg,Kevin De Bruyne Wolfsburg/23/AM(CLR) ,Kevin De Bruyne,22,AM(CLR) ,181,76,16,16,16,0,1424,3,6,2,1,2.1,74.2,1.1,1,7.71
2013,Bundesliga,Wolfsburg,Naldo Wolfsburg/32/D(C) ,Naldo14172,31,D(C) ,198,89,33,33,33,0,2970,3,2,7,-,1.5,80.8,5.4,4,7.54
2013,Bundesliga,Wolfsburg,Luiz Gustavo Wolfsburg/27/D(CL)^DM(C) ,Luiz Gustavo,26,D(CL)^DM(C) ,187,80,29,29,29,0,2576,4,2,6,3,1.1,86.6,1.9,3,7.34
2013,Bundesliga,Wolfsburg,Robin Knoche Wolfsburg/22/D(C) ,Robin Knoche,21,D(C) ,190,77,30(2),32,30,2,2787,3,2,2,-,0.3,83.6,4.5,-,7.25
2013,Bundesliga,Wolfsburg,Ivan Perisic Wolfsburg/25/AM(LR) ,Ivan Perisic,24,AM(LR) ,187,81,24(9),33,24,9,2228,10,4,4,-,2.1,71.7,2.9,2,7.17
2013,Bundesliga,Wolfsburg,Ivica Olic Wolfsburg/35/AM(L)^FW ,Ivica Olic,34,AM(L)^FW ,182,85,28(4),32,28,4,2427,14,5,2,-,2.3,69.4,2.6,1,7.16
2013,Bundesliga,Wolfsburg,Christian Träsch Wolfsburg/27/D(R)^DM(C)^M(R) ,Christian Träsch,26,D(R)^DM(C)^M(R) ,180,75,21(1),22,21,1,1838,-,1,2,1,0.3,78.6,2,-,7.08
2013,Bundesliga,Wolfsburg,Junior Malanda Wolfsburg/20/DM(C) ,Junior Malanda,19,DM(C) ,181,78,5(2),7,5,2,408,2,-,-,-,1.6,81.1,1.9,-,6.98
2013,Bundesliga,Wolfsburg,Vieirinha Wolfsburg/28/AM(LR) ,Vieirinha,27,AM(LR) ,172,73,7(4),11,7,4,657,1,1,1,-,1.7,84.2,0.2,-,6.97
2013,Bundesliga,Wolfsburg,Patrick Ochs Wolfsburg/30/D(R)^M(CR) ,Patrick Ochs,29,D(R)^M(CR) ,179,71,14(3),17,14,3,1306,-,2,7,-,0.3,79.6,0.8,-,6.94
2013,Bundesliga,Wolfsburg,Maximilian Arnold Wolfsburg/20/M(CR) ,Maximilian Arnold,19,M(CR) ,184,74,27(1),28,27,1,2321,7,2,3,1,2,81,1.3,2,6.81
2013,Bundesliga,Wolfsburg,Daniel Caligiuri Wolfsburg/26/AM(CLR) ,Daniel Caligiuri,25,AM(CLR) ,182,79,9(15),24,9,15,1154,1,1,2,1,1,70.4,1.8,-,6.73
2013,Bundesliga,Wolfsburg,Diego Benaglio Wolfsburg/31/GK ,Diego Benaglio,30,GK ,194,89,29,29,29,0,2566,-,-,-,-,-,66,0.5,-,6.7
2013,Bundesliga,Wolfsburg,Willi Evseev Wolfsburg/22/M ,Willi Evseev,21,M ,177,72,0(3),3,0,3,14,-,2,-,-,-,100,-,-,6.68
2013,Bundesliga,Wolfsburg,Bas Dost Wolfsburg/25/FW ,Bas Dost,24,FW ,196,78,6(7),13,6,7,605,4,-,-,-,0.7,66.1,3.2,-,6.63
2013,Bundesliga,Wolfsburg,Jan Polák Wolfsburg/33/DM(C) ,Jan Polák,32,DM(C) ,181,77,8(10),18,8,10,833,-,-,2,-,0.2,84.5,1.4,-,6.53
2013,Bundesliga,Wolfsburg,Timm Klose Wolfsburg/26/D(C) ,Timm Klose,25,D(C) ,193,87,5(5),10,5,5,412,-,-,1,1,-,85.4,2.3,1,6.5
2013,Bundesliga,Wolfsburg,Slobodan Medojevic Wolfsburg/23/DM(C) ,Slobodan Medojevic,22,DM(C) ,183,78,16(4),20,16,4,1365,-,-,3,-,0.6,81.6,1.1,-,6.49
2013,Bundesliga,Wolfsburg,Marcel Schäfer Wolfsburg/30/D(L)^M(L) ,Marcel Schäfer,29,D(L)^M(L) ,184,75,5(16),21,5,16,518,1,1,1,-,0.6,74.2,0.9,-,6.45
2013,Bundesliga,Wolfsburg,Ja-Cheol Koo Wolfsburg/25/M(CLR) ,Ja-Cheol Koo,24,M(CLR) ,183,75,8(2),10,8,2,599,-,-,-,-,0.9,88.8,0.4,-,6.45
2013,Bundesliga,Wolfsburg,Stefan Kutschke Wolfsburg/25/FW ,Stefan Kutschke,24,FW ,194,89,0(8),8,0,8,84,1,-,-,-,0.4,47.4,1.1,-,6.25
2013,Bundesliga,Wolfsburg,Max Grün Wolfsburg/27/GK ,Max Grün,26,GK ,190,86,5(1),6,5,1,497,-,-,-,-,-,54.1,0.5,-,6.01
2013,Bundesliga,Wolfsburg,Giovanni Sio Wolfsburg/25/FW ,Giovanni Sio,24,FW ,180,70,0(1),1,0,1,11,-,-,-,-,2,50,-,-,5.76
2013,Bundesliga,Wolfsburg,Makoto Hasebe Wolfsburg/30/D(R)^M(CR) ,Makoto Hasebe,29,D(R)^M(CR) ,177,72,0(1),1,0,1,7,-,-,-,-,-,75,-,-,5.76
