Season Start Year,League,Team,Info,Name,Age,POS,CM,KG,Apps Combined,Apps,Starts,Subs,Mins,Goal,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,Skills
2013,La Liga,Real Betis,Xavi Torres Real Betis/27/DM(C) ,Xavi Torres (2013),26,Midfielder,184,82,9(1),10,9,1,776,0,-,5,-,0.4,82.9,1.6,-,6.49,null
2013,La Liga,Real Betis,Guillermo Sara Real Betis/27/GK ,Guillermo Sara (2013),26,Keeper,188,78,15,15,15,0,1308,0,-,1,-,-,49.2,0.5,1,6.48,null
2013,La Liga,Real Betis,Nono Real Betis/21/DM(C) ,Nono (2013),20,Midfielder,178,72,14(8),22,14,8,1352,0,1,8,1,1,78,0.7,-,6.46,null
2013,La Liga,Real Betis,Álvaro Vadillo Real Betis/20/AM(LR) ,Álvaro Vadillo (2013),19,Midfielder,180,63,13(8),21,13,8,1116,0,2,3,-,1.2,70.5,0.9,-,6.38,null
2013,La Liga,Real Betis,Dani Ceballos Real Betis/18/M ,Dani Ceballos (2013),17,Midfielder,176,65,0(1),1,0,1,9,0,-,-,-,-,87.5,-,-,6.36,null
2013,La Liga,Real Betis,Stephan Andersen Real Betis/32/GK ,Stephan Andersen (2013),31,Keeper,188,82,6(1),7,6,1,585,0,-,-,-,-,56,0.1,-,6.35,null
2013,La Liga,Real Betis,Cedrick Real Betis/22/AM(LR) ,Cedrick (2013),21,Midfielder,167,62,12(11),23,12,11,1143,0,1,5,1,1,77,0.1,-,6.33,null
2013,La Liga,Real Betis,Markus Steinhöfer Real Betis/28/D(R) ,Markus Steinhöfer (2013),27,Defender,175,69,2(1),3,2,1,160,0,-,-,-,0.7,73.1,-,-,6.31,null
2013,La Liga,Real Betis,Caro Real Betis/21/D ,Caro (2013),20,Defender,182,70,1(3),4,1,3,162,0,-,-,-,0.3,69.2,0.8,-,6.26,null
2013,La Liga,Real Betis,Chuli Real Betis/23/FW ,Chuli (2013),22,Forward,175,67,4(7),11,4,7,450,0,1,2,-,1.6,69.1,0.3,-,6.22,null
2013,La Liga,Real Betis,Pibe Real Betis/18/M ,Pibe (2013),17,Midfielder,177,68,0(1),1,0,1,34,0,-,-,-,1,87.5,1,-,6.21,null
2013,La Liga,Real Betis,Pedro López Real Betis/19/GK ,Pedro López141254 (2013),18,Keeper,187,80,0(1),1,0,1,6,0,-,-,-,-,33.3,-,-,6.04,null
2013,La Liga,Real Betis,Juanma Real Betis/21/FW ,Juanma (2013),20,Forward,180,75,1(2),3,1,2,80,0,-,-,-,-,70.8,0.7,-,6,null
2012,La Liga,Barcelona,Lionel Messi Barcelona/27/AM(CR)^FW ,Lionel Messi (2012),25,Forward,169,67,28(4),32,28,4,2644,46,12,1,-,5.1,85.2,0.2,19,8.83,Scoring
2012,La Liga,Barcelona,Cesc Fàbregas Barcelona/27/M(CLR)^FW ,Cesc Fàbregas (2012),25,Forward,175,74,30(2),32,30,2,2339,11,11,7,-,1.6,88.6,0.5,2,7.45,null
2012,La Liga,Barcelona,Andrés Iniesta Barcelona/30/AM(CLR) ,Andrés Iniesta (2012),28,Midfielder,170,65,24(7),31,24,7,2105,3,16,4,-,1.1,90.5,-,3,7.41,null
2012,La Liga,Barcelona,Sergio Busquets Barcelona/26/D(C)^DM(C) ,Sergio Busquets (2012),24,Defender,189,73,25(6),31,25,6,2253,1,2,9,-,-,92.2,1.5,1,7.22,null
2012,La Liga,Barcelona,Adriano Barcelona/30/D(CLR)^M(LR) ,Adriano13471 (2012),28,Defender,172,67,18(5),23,18,5,1452,5,1,3,-,0.7,90.6,1.1,1,7.2,null
2012,La Liga,Barcelona,Jordi Alba Barcelona/25/D(L)^M(L) ,Jordi Alba (2012),23,Defender,170,69,27(2),29,27,2,2503,2,5,3,-,0.2,89.5,0.8,-,7.18,null
2012,La Liga,Barcelona,Xavi Barcelona/34/DM(C) ,Xavi (2012),32,Midfielder,170,68,24(6),30,24,6,2203,5,8,-,-,1.1,94.8,0.1,-,7.18,null
2012,La Liga,Barcelona,Pedro Barcelona/27/AM(LR) ,Pedro (2012),25,Midfielder,169,64,23(5),28,23,5,2087,7,6,3,-,1.5,90.1,0.2,1,7.16,null
2012,La Liga,Barcelona,Dani Alves Barcelona/31/D(CR) ,Dani Alves (2012),29,Defender,173,64,26(4),30,26,4,2276,0,6,2,-,0.8,86.1,0.8,2,7.16,null
2012,La Liga,Barcelona,Alexandre Song Barcelona/27/D(C)^DM(C) ,Alexandre Song (2012),25,Defender,185,74,17(3),20,17,3,1539,1,-,3,-,0.2,92.7,1.7,-,7.14,null
2012,La Liga,Barcelona,Thiago Alcántara Barcelona/23/DM(C)^M(L) ,Thiago Alcántara (2012),21,Midfielder,174,70,15(12),27,15,12,1423,2,4,4,-,0.6,91.8,0.7,2,7.14,null
2012,La Liga,Barcelona,Gerard Piqué Barcelona/27/D(C) ,Gerard Piqué (2012),25,Defender,192,85,27(1),28,27,1,2437,2,-,4,1,0.5,91.1,1.6,-,7.1,null
2012,La Liga,Barcelona,Cristian Tello Barcelona/23/AM(LR) ,Cristian Tello (2012),21,Midfielder,178,65,12(10),22,12,10,1180,7,4,-,-,1.5,84.8,0.1,1,7.07,null
2012,La Liga,Barcelona,Martín Montoya Barcelona/23/D(LR) ,Martín Montoya (2012),21,Defender,174,74,11(4),15,11,4,1148,1,2,-,-,0.3,91.5,1,-,7.04,null
2012,La Liga,Barcelona,Alexis Sánchez Barcelona/25/AM(CLR)^FW ,Alexis Sánchez (2012),23,Forward,168,62,18(11),29,18,11,1716,8,9,4,-,1.1,80.5,0.6,1,7.04,null
2012,La Liga,Barcelona,Carles Puyol Barcelona/36/D(CLR) ,Carles Puyol (2012),34,Defender,178,80,12(1),13,12,1,975,1,-,3,-,0.2,93.7,1.9,-,6.92,null
2012,La Liga,Barcelona,Javier Mascherano Barcelona/30/D(C)^DM(C) ,Javier Mascherano (2012),28,Defender,174,74,21(4),25,21,4,1974,0,-,2,1,0.1,90.1,1.3,-,6.84,null
2012,La Liga,Barcelona,Pinto Barcelona/38/GK ,Pinto (2012),36,Keeper,185,82,7,7,7,0,630,0,-,1,-,-,84.8,0.3,-,6.79,null
2012,La Liga,Barcelona,David Villa Barcelona/32/AM(LR)^FW ,David Villa (2012),30,Forward,175,69,17(11),28,17,11,1437,10,5,1,-,1.6,83,0.1,-,6.76,null
2012,La Liga,Barcelona,Marc Bartra Barcelona/23/D(C) ,Marc Bartra (2012),21,Defender,183,70,3(5),8,3,5,394,0,-,1,-,0.1,88.4,1.3,-,6.73,null
2012,La Liga,Barcelona,Víctor Valdés Barcelona/32/GK ,Víctor Valdés (2012),30,Keeper,183,78,31,31,31,0,2790,0,-,1,1,-,63,0.2,-,6.54,null
2012,La Liga,Barcelona,Eric Abidal Barcelona/35/D(CL) ,Eric Abidal (2012),33,Defender,186,75,2(3),5,2,3,184,0,-,-,-,-,92.5,0.6,-,6.48,null
2012,La Liga,Barcelona,Jonathan dos Santos Barcelona/24/M(C) ,Jonathan dos Santos (2012),22,Midfielder,172,74,0(3),3,0,3,59,0,-,-,-,0.3,97.3,0.3,-,6.37,Passing
2012,La Liga,Barcelona,Sergi Roberto Barcelona/22/M(C) ,Sergi Roberto (2012),20,Midfielder,177,70,0(1),1,0,1,9,0,-,-,-,-,70,-,-,6.32,null
2012,La Liga,Barcelona,Gerard Deulofeu Barcelona/20/AM(R) ,Gerard Deulofeu (2012),18,Midfielder,171,68,0(1),1,0,1,25,0,-,-,-,-,90.9,-,-,6.21,null
2012,La Liga,Real Madrid,Jesús Real Madrid/26/GK ,Jesús (2012),24,Keeper,190,84,1,1,1,0,90,0,-,-,-,-,48.8,-,-,8.5,Goalkeeping
2012,La Liga,Real Madrid,Cristiano Ronaldo Real Madrid/29/AM(LR)^FW ,Cristiano Ronaldo (2012),27,Forward,185,80,30(4),34,30,4,2725,34,10,9,-,6.9,76.7,1.6,11,8.15,Scoring
2012,La Liga,Real Madrid,Casemiro Real Madrid/22/DM(C) ,Casemiro (2012),20,Midfielder,184,76,1,1,1,0,90,0,-,-,-,2,87.2,3,-,7.51,null
2012,La Liga,Real Madrid,Sergio Ramos Real Madrid/28/D(CR) ,Sergio Ramos (2012),26,Defender,183,75,26,26,26,0,2340,4,-,8,1,1.4,84.6,3.5,-,7.45,Defending
2012,La Liga,Real Madrid,Mesut Özil Real Madrid/26/AM(CLR) ,Mesut Özil (2012),24,Midfielder,183,76,23(9),32,23,9,2052,9,13,5,-,0.9,84.1,0.2,1,7.39,null
2012,La Liga,Real Madrid,Xabi Alonso Real Madrid/32/DM(C) ,Xabi Alonso (2012),30,Midfielder,183,77,22(6),28,22,6,2150,0,5,11,-,0.4,83.1,2.1,2,7.31,null
2012,La Liga,Real Madrid,Fábio Coentrão Real Madrid/26/D(L) ,Fábio Coentrão (2012),24,Defender,179,70,17,17,17,0,1474,1,1,2,1,0.3,83.6,0.9,2,7.31,null
2012,La Liga,Real Madrid,Gonzalo Higuaín Real Madrid/26/AM(R)^FW ,Gonzalo Higuaín (2012),24,Forward,184,79,19(9),28,19,9,1769,16,5,3,1,2,74.8,0.9,3,7.25,Scoring
2012,La Liga,Real Madrid,Luka Modric Real Madrid/29/M(CLR) ,Luka Modric (2012),27,Midfielder,174,65,25(8),33,25,8,2196,3,3,7,-,1,87.6,0.4,1,7.19,null
2012,La Liga,Real Madrid,Karim Benzema Real Madrid/26/AM(LR)^FW ,Karim Benzema (2012),24,Forward,187,79,19(11),30,19,11,1804,11,11,-,-,2.1,79.2,0.9,1,7.18,null
2012,La Liga,Real Madrid,Raúl Albiol Real Madrid/29/D(C) ,Raúl Albiol (2012),27,Defender,190,80,14(4),18,14,4,1378,1,-,6,-,0.5,79.3,1.9,-,7.06,null
2012,La Liga,Real Madrid,Pepe Real Madrid/31/D(C)^DM(C) ,Pepe (2012),29,Defender,188,81,26(2),28,26,2,2345,1,1,7,-,0.7,78.1,1.9,-,7.04,null
2012,La Liga,Real Madrid,Marcelo Real Madrid/26/D(L)^M(CL) ,Marcelo20241 (2012),24,Defender,174,75,13(1),14,13,1,1074,0,-,2,-,0.9,82.6,0.6,-,7.03,null
2012,La Liga,Real Madrid,Álvaro Arbeloa Real Madrid/31/D(LR) ,Álvaro Arbeloa (2012),29,Defender,184,79,25(1),26,25,1,2088,0,2,6,-,0.2,86.6,1.6,1,7.03,null
2012,La Liga,Real Madrid,Michael Essien Real Madrid/31/D(R)^DM(C) ,Michael Essien (2012),29,Defender,183,78,19(2),21,19,2,1695,2,-,4,-,0.5,88.5,1,1,6.98,null
2012,La Liga,Real Madrid,Ángel Di María Real Madrid/26/AM(CLR) ,Ángel Di María (2012),24,Midfielder,180,70,22(10),32,22,10,1999,7,6,3,1,1.9,71.9,-,1,6.92,null
2012,La Liga,Real Madrid,Raphaël Varane Real Madrid/21/D(C)^DM(C) ,Raphaël Varane (2012),19,Defender,191,78,12(3),15,12,3,1122,0,-,-,-,0.7,85.8,2.4,1,6.92,null
2012,La Liga,Real Madrid,Nacho Real Madrid/24/D(CLR) ,Nacho106875 (2012),22,Defender,179,75,6(3),9,6,3,556,0,-,1,-,0.2,85,1.4,-,6.9,null
2012,La Liga,Real Madrid,Sami Khedira Real Madrid/27/DM(C) ,Sami Khedira (2012),25,Midfielder,189,85,19(6),25,19,6,1745,3,2,5,-,0.8,81.7,1,-,6.85,null
2012,La Liga,Real Madrid,Diego López Real Madrid/32/GK ,Diego López (2012),30,Keeper,196,88,16,16,16,0,1440,0,-,-,-,-,57.8,0.3,-,6.82,null
2012,La Liga,Real Madrid,Ricardo Carvalho Real Madrid/36/D(C) ,Ricardo Carvalho (2012),34,Defender,183,79,9,9,9,0,810,0,1,2,-,0.7,85.8,1.6,-,6.82,null
2012,La Liga,Real Madrid,Kaká Real Madrid/32/AM(CLR)^FW ,Kaká3577 (2012),30,Forward,186,78,12(7),19,12,7,997,3,4,1,1,1.3,85.8,0.3,-,6.75,null
2012,La Liga,Real Madrid,Álvaro Morata Real Madrid/22/FW ,Álvaro Morata (2012),20,Forward,187,80,5(7),12,5,7,400,2,1,3,-,1,63.3,1.7,1,6.67,null
2012,La Liga,Real Madrid,Fabinho Real Madrid/21/D(R) ,Fabinho (2012),19,Defender,188,78,0(1),1,0,1,14,0,1,-,-,-,94.1,-,-,6.62,null
2012,La Liga,Real Madrid,Iker Casillas Real Madrid/33/GK ,Iker Casillas (2012),31,Keeper,185,84,18(1),19,18,1,1702,0,-,1,-,-,58.6,0.1,-,6.58,null
2012,La Liga,Real Madrid,José Callejón Real Madrid/27/AM(LR)^FW ,José Callejón (2012),25,Forward,178,73,15(15),30,15,15,1411,3,3,1,-,1.5,84.6,0.3,-,6.55,null
2012,La Liga,Real Madrid,Lass Diarra Real Madrid/29/D(R)^DM(C) ,Lass Diarra (2012),27,Defender,173,73,2,2,2,0,123,0,-,-,-,-,89,-,-,6.43,null
2012,La Liga,Real Madrid,Antonio Adán Real Madrid/27/GK ,Antonio Adán (2012),25,Keeper,190,88,3,3,3,0,270,0,-,-,1,-,68.6,-,-,6.11,null
2012,La Liga,Real Madrid,Omar Mascarell Real Madrid/21/M ,Omar Mascarell (2012),19,Midfielder,180,70,0(1),1,0,1,9,0,-,-,-,-,83.3,1,-,6.09,null
2012,La Liga,Real Madrid,Diego Llorente Real Madrid/21/D ,Diego Llorente (2012),19,Defender,185,74,0(1),1,0,1,5,0,-,-,-,-,100,-,-,6.05,Passing
2012,La Liga,Real Madrid,José Rodríguez Real Madrid/19/M ,José Rodríguez (2012),17,Midfielder,180,68,0(1),1,0,1,1,0,-,-,-,-,0,-,-,6,null
2012,La Liga,Atletico Madrid,Jorge Pulido Atletico Madrid/23/D(C) ,Jorge Pulido (2012),21,Defender,184,72,1,1,1,0,90,0,-,-,-,-,66.7,4,-,7.62,Defending
2012,La Liga,Atletico Madrid,Domingo Cisma Atletico Madrid/32/D(L) ,Domingo Cisma (2012),30,Defender,184,78,2,2,2,0,167,0,-,1,-,-,81.2,1,-,7.44,Defending
2012,La Liga,Atletico Madrid,Koke Atletico Madrid/22/M(CLR) ,Koke (2012),20,Midfielder,178,74,29(4),33,29,4,2530,3,9,5,-,1.4,81,0.4,4,7.32,null
2012,La Liga,Atletico Madrid,Diego Godín Atletico Madrid/28/D(C) ,Diego Godín (2012),26,Defender,186,78,35,35,35,0,3107,1,2,9,1,0.9,78.6,2.9,6,7.32,null
2012,La Liga,Atletico Madrid,Gabi Atletico Madrid/31/DM(C) ,Gabi (2012),29,Midfielder,180,74,34(1),35,34,1,2933,0,3,10,1,0.6,78.6,0.9,3,7.28,null
2012,La Liga,Atletico Madrid,Filipe Luis Atletico Madrid/29/D(L) ,Filipe Luis (2012),27,Defender,188,77,32,32,32,0,2804,1,2,7,-,0.7,80.9,0.9,-,7.26,null
2012,La Liga,Atletico Madrid,Falcao Atletico Madrid/28/FW ,Falcao (2012),26,Forward,177,72,34,34,34,0,2913,28,1,7,-,3.6,79.9,2.2,3,7.25,Scoring
2012,La Liga,Atletico Madrid,Arda Turan Atletico Madrid/27/AM(CLR) ,Arda Turan (2012),25,Midfielder,177,76,26(6),32,26,6,2190,5,4,7,-,1.3,84.2,0.4,1,7.08,null
2012,La Liga,Atletico Madrid,Mario Suárez Atletico Madrid/27/DM(C) ,Mario Suárez (2012),25,Midfielder,188,80,23(6),29,23,6,2043,1,1,8,2,0.5,79.8,2.2,1,7.06,null
2012,La Liga,Atletico Madrid,Miranda Atletico Madrid/30/D(C) ,Miranda (2012),28,Defender,186,76,35,35,35,0,3150,2,2,9,1,0.6,70.3,1.9,-,7.04,null
2012,La Liga,Atletico Madrid,Diego Costa Atletico Madrid/26/FW ,Diego Costa (2012),24,Forward,188,85,24(7),31,24,7,2077,10,7,11,-,1.6,75,1.6,3,6.98,null
2012,La Liga,Atletico Madrid,Javier Manquillo Atletico Madrid/20/D(R) ,Javier Manquillo (2012),18,Defender,180,76,2(1),3,2,1,196,0,1,-,-,-,70.7,0.3,-,6.97,null
2012,La Liga,Atletico Madrid,Tiago Atletico Madrid/33/M(C) ,Tiago (2012),31,Midfielder,183,71,14(8),22,14,8,1376,2,-,5,-,0.7,81.5,1.6,1,6.93,null
2012,La Liga,Atletico Madrid,Juanfran Atletico Madrid/29/D(R)^M(R) ,Juanfran10332 (2012),27,Defender,180,72,35,35,35,0,3150,1,3,5,-,0.2,77.7,0.7,-,6.84,null
2012,La Liga,Atletico Madrid,Thibaut Courtois Atletico Madrid/22/GK ,Thibaut Courtois (2012),20,Keeper,199,91,37,37,37,0,3330,0,-,2,-,-,47,0.2,1,6.83,null
2012,La Liga,Atletico Madrid,Cata Díaz Atletico Madrid/35/D(C) ,Cata Díaz (2012),33,Defender,182,74,7(2),9,7,2,720,0,-,2,-,0.2,81.9,1.1,-,6.8,null
2012,La Liga,Atletico Madrid,Raúl García Atletico Madrid/28/M(CLR)^FW ,Raúl García11386 (2012),26,Forward,184,81,13(17),30,13,17,1296,5,2,4,-,1.6,60.4,2.9,1,6.76,null
2012,La Liga,Atletico Madrid,Dani Aquino Atletico Madrid/24/FW ,Dani Aquino (2012),22,Forward,178,69,0(1),1,0,1,1,0,1,-,-,-,80,-,-,6.71,null
2012,La Liga,Atletico Madrid,Silvio Atletico Madrid/27/D(LR) ,Silvio (2012),25,Defender,178,72,1,1,1,0,76,0,-,-,-,-,79.5,1,-,6.67,null
2012,La Liga,Atletico Madrid,Emiliano Insúa Atletico Madrid/25/D(L) ,Emiliano Insúa (2012),23,Defender,176,80,2(1),3,2,1,198,0,1,1,-,0.7,86.5,1,-,6.67,null
2012,La Liga,Atletico Madrid,Cristian Rodríguez Atletico Madrid/29/AM(CL) ,Cristian Rodríguez (2012),27,Midfielder,178,81,12(21),33,12,21,1338,1,1,2,-,1.2,78.1,0.7,-,6.6,null
2012,La Liga,Atletico Madrid,Emre Atletico Madrid/34/M(C) ,Emre (2012),32,Midfielder,171,66,4(3),7,4,3,275,0,1,1,-,0.1,85.1,0.6,1,6.6,null
2012,La Liga,Atletico Madrid,Adrián Atletico Madrid/26/AM(CLR)^FW ,Adrián14089 (2012),24,Forward,180,71,15(17),32,15,17,1520,3,1,-,-,0.7,74.9,1.3,-,6.48,null
2012,La Liga,Atletico Madrid,Kader Atletico Madrid/23/D ,Kader (2012),21,Defender,183,78,0(1),1,0,1,16,0,-,-,-,1,71.4,-,-,6.4,null
2012,La Liga,Atletico Madrid,Óliver Atletico Madrid/19/M(L) ,Óliver (2012),17,Midfielder,178,70,0(8),8,0,8,171,0,-,-,-,0.3,84.8,-,-,6.37,null
2012,La Liga,Atletico Madrid,Saúl Ñíguez Atletico Madrid/19/D(C)^DM(C) ,Saúl Ñíguez (2012),17,Defender,181,70,0(2),2,0,2,10,0,-,-,-,-,100,-,-,6,Passing
2012,La Liga,Atletico Madrid,Sergio Asenjo Atletico Madrid/25/GK ,Sergio Asenjo (2012),23,Keeper,182,84,1,1,1,0,90,0,-,-,-,-,85.7,-,-,5.56,null
2012,La Liga,Real Sociedad,Carlos Martínez Real Sociedad/28/D(R) ,Carlos Martínez (2012),26,Defender,189,79,29,29,29,0,2592,1,4,4,-,0.3,76.4,1.9,6,7.59,Defending
2012,La Liga,Real Sociedad,Carlos Vela Real Sociedad/25/AM(CLR)^FW ,Carlos Vela (2012),23,Forward,177,75,32(3),35,32,3,2732,14,9,10,-,2.9,77.5,0.6,3,7.4,null
2012,La Liga,Real Sociedad,Asier Illarramendi Real Sociedad/24/DM(C) ,Asier Illarramendi (2012),22,Midfielder,179,76,32,32,32,0,2731,0,2,11,-,0.8,80.7,1.5,1,7.25,null
2012,La Liga,Real Sociedad,Antoine Griezmann Real Sociedad/23/AM(CLR)^FW ,Antoine Griezmann (2012),21,Forward,176,67,32(2),34,32,2,2867,10,3,8,-,2.7,80.7,0.9,4,7.13,null
2012,La Liga,Real Sociedad,Xabi Prieto Real Sociedad/31/AM(CR) ,Xabi Prieto (2012),29,Midfielder,186,76,33(2),35,33,2,2867,9,3,2,-,1.1,80.8,2.7,1,7.1,null
2012,La Liga,Real Sociedad,Alberto De la Bella Real Sociedad/28/D(L) ,Alberto De la Bella (2012),26,Defender,182,82,36,36,36,0,3212,3,2,7,-,0.6,79.9,1.3,1,7.07,null
2012,La Liga,Real Sociedad,Mikel González Real Sociedad/29/D(CL) ,Mikel González (2012),27,Defender,190,79,34,34,34,0,3060,2,1,10,-,0.3,80.7,1.6,-,7.02,null
2012,La Liga,Real Sociedad,David Zurutuza Real Sociedad/28/M(C) ,David Zurutuza (2012),26,Midfielder,186,78,14(7),21,14,7,1173,2,4,2,-,0.6,78.6,1.7,2,6.94,null
2012,La Liga,Real Sociedad,Iñigo Martínez Real Sociedad/23/D(C) ,Iñigo Martínez (2012),21,Defender,181,77,34,34,34,0,3060,4,-,9,-,0.6,79.8,1.6,2,6.93,null
2012,La Liga,Real Sociedad,Imanol Agirretxe Real Sociedad/27/FW ,Imanol Agirretxe (2012),25,Forward,187,77,22(12),34,22,12,2055,13,5,2,-,2.3,68.3,1.6,2,6.92,null
2012,La Liga,Real Sociedad,Markel Bergara Real Sociedad/28/DM(C) ,Markel Bergara (2012),26,Midfielder,181,78,27(1),28,27,1,2374,0,-,7,1,0.3,86.3,1.5,1,6.85,null
2012,La Liga,Real Sociedad,Gonzalo Castro Real Sociedad/30/AM(CLR) ,Gonzalo Castro25945 (2012),28,Midfielder,176,70,13(18),31,13,18,1336,7,4,3,-,1.7,79.7,0.3,2,6.82,null
2012,La Liga,Real Sociedad,Claudio Bravo Real Sociedad/31/GK ,Claudio Bravo (2012),29,Keeper,185,84,31,31,31,0,2790,0,-,-,-,-,51.2,0.3,1,6.81,null
2012,La Liga,Real Sociedad,Gorka Elustondo Real Sociedad/27/D(C)^DM(C) ,Gorka Elustondo (2012),25,Defender,184,79,5(3),8,5,3,442,1,-,2,-,0.9,80.5,0.9,1,6.67,null
2012,La Liga,Real Sociedad,Liassine Cadamuro Real Sociedad/26/D(L) ,Liassine Cadamuro (2012),24,Defender,186,76,2(2),4,2,2,189,0,-,2,-,-,70.4,0.8,-,6.63,null
2012,La Liga,Real Sociedad,Eñaut Zubikarai Real Sociedad/30/GK ,Eñaut Zubikarai (2012),28,Keeper,185,84,7,7,7,0,630,0,-,-,-,-,60.9,0.1,-,6.57,null
2012,La Liga,Real Sociedad,Rubén Pardo Real Sociedad/22/DM(C) ,Rubén Pardo (2012),20,Midfielder,182,68,10(15),25,10,15,1084,0,4,4,-,0.8,82.4,0.3,-,6.49,null
2012,La Liga,Real Sociedad,Diego Ifrán Real Sociedad/27/FW ,Diego Ifrán (2012),25,Forward,174,74,9(17),26,9,17,919,2,3,2,-,1.5,71.2,1.2,-,6.46,null
2012,La Liga,Real Sociedad,Daniel Estrada Real Sociedad/27/D(LR) ,Daniel Estrada (2012),25,Defender,179,74,10(9),19,10,9,980,0,-,3,1,0.3,72.6,1.5,-,6.38,null
2012,La Liga,Real Sociedad,José Ángel Real Sociedad/25/D(L) ,José Ángel (2012),23,Defender,182,77,2(9),11,2,9,237,0,-,2,-,0.5,83.7,0.1,-,6.35,null
2012,La Liga,Real Sociedad,Ion Ansotegi Real Sociedad/32/D(C) ,Ion Ansotegi (2012),30,Defender,192,84,4(3),7,4,3,366,0,-,4,-,0.4,86.2,0.6,-,6.27,null
2012,La Liga,Real Sociedad,Javi Ros Real Sociedad/24/M ,Javi Ros (2012),22,Midfielder,174,67,0(6),6,0,6,67,0,-,-,-,-,82.5,0.2,-,6.11,null
2012,La Liga,Valencia,Roberto Soldado Valencia/29/FW ,Roberto Soldado (2012),27,Forward,179,72,33(2),35,33,2,2939,24,4,9,-,2.9,74.5,1.1,2,7.23,Scoring
2012,La Liga,Valencia,Éver Banega Valencia/26/M(C) ,Éver Banega (2012),24,Midfielder,174,71,22(7),29,22,7,1991,4,4,7,-,1.6,82.7,0.2,2,7.14,null
2012,La Liga,Valencia,Daniel Parejo Valencia/25/M(C) ,Daniel Parejo (2012),23,Midfielder,180,75,20(7),27,20,7,1969,1,3,10,-,0.9,84.9,1.2,-,7.06,null
2012,La Liga,Valencia,Vicente Guaita Valencia/27/GK ,Vicente Guaita (2012),25,Keeper,190,81,14,14,14,0,1260,0,-,1,-,-,56.3,0.8,1,7.02,Goalkeeping
2012,La Liga,Valencia,Jonas Valencia/30/AM(CLR)^FW ,Jonas (2012),28,Forward,181,73,30(5),35,30,5,2545,13,3,5,2,2.3,74.8,1.5,1,7,null
2012,La Liga,Valencia,Andrés Guardado Valencia/28/D(L)^M(CL) ,Andrés Guardado (2012),26,Defender,169,67,26(6),32,26,6,2369,1,3,6,-,0.9,85.8,0.9,3,6.99,null
2012,La Liga,Valencia,Ricardo Costa Valencia/33/D(C) ,Ricardo Costa (2012),31,Defender,183,80,25(1),26,25,1,2180,4,-,8,2,0.7,86.1,2.8,4,6.99,null
2012,La Liga,Valencia,Adil Rami Valencia/28/D(C) ,Adil Rami (2012),26,Defender,190,82,24(1),25,24,1,2091,0,2,5,1,0.8,82.6,2.5,2,6.97,null
2012,La Liga,Valencia,David Albelda Valencia/37/DM(C) ,David Albelda (2012),35,Midfielder,181,77,16(2),18,16,2,1231,0,-,11,-,0.4,79.4,1.4,-,6.94,null
2012,La Liga,Valencia,Tino Costa Valencia/29/M(C) ,Tino Costa (2012),27,Midfielder,176,75,26(5),31,26,5,2337,1,6,7,1,2.4,81.6,0.7,2,6.93,null
2012,La Liga,Valencia,Sofiane Feghouli Valencia/24/AM(LR) ,Sofiane Feghouli (2012),22,Midfielder,177,71,23(4),27,23,4,2143,3,6,7,1,1.1,78.5,0.9,1,6.88,null
2012,La Liga,Valencia,Jeremy Mathieu Valencia/30/D(CL)^M(L) ,Jeremy Mathieu (2012),28,Defender,190,85,16(1),17,16,1,1426,1,-,4,-,0.5,79.3,1.7,1,6.85,null
2012,La Liga,Valencia,Aly Cissokho Valencia/27/D(L) ,Aly Cissokho (2012),25,Defender,181,75,18(7),25,18,7,1717,2,2,6,1,0.4,79.2,1.4,1,6.84,null
2012,La Liga,Valencia,Diego Alves Valencia/29/GK ,Diego Alves (2012),27,Keeper,188,83,24,24,24,0,2160,0,-,-,-,-,51.4,0.4,2,6.81,null
2012,La Liga,Valencia,Pablo Piatti Valencia/25/AM(CLR)^FW ,Pablo Piatti (2012),23,Forward,163,63,10(4),14,10,4,845,1,2,4,-,1.9,76.2,0.1,1,6.78,null
2012,La Liga,Valencia,João Pereira Valencia/30/D(R) ,João Pereira (2012),28,Defender,172,64,28(2),30,28,2,2509,0,3,9,-,0.1,83.4,0.3,-,6.78,null
2012,La Liga,Valencia,Sergio Canales Valencia/23/AM(CLR) ,Sergio Canales (2012),21,Midfielder,179,65,7(6),13,7,6,585,2,2,1,-,1.2,79.6,0.1,-,6.75,null
2012,La Liga,Valencia,Fernando Gago Valencia/28/DM(C) ,Fernando Gago (2012),26,Midfielder,178,73,11(2),13,11,2,907,0,-,3,-,1,81.9,1,-,6.72,null
2012,La Liga,Valencia,Antonio Barragán Valencia/27/D(R) ,Antonio Barragán (2012),25,Defender,182,76,9(5),14,9,5,921,0,-,4,-,0.4,80.4,0.9,-,6.67,null
2012,La Liga,Valencia,Víctor Ruiz Valencia/26/D(C) ,Víctor Ruiz (2012),24,Defender,184,75,17(9),26,17,9,1631,0,2,7,-,0.2,87,1.3,-,6.62,null
2012,La Liga,Valencia,Jonathan Viera Valencia/25/AM(CL) ,Jonathan Viera (2012),23,Midfielder,170,64,7(10),17,7,10,763,2,3,2,-,1.2,83.7,0.1,-,6.61,null
2012,La Liga,Valencia,Juan Bernat Valencia/21/D(L)^M(L) ,Juan Bernat (2012),19,Defender,170,67,6(6),12,6,6,513,0,2,1,-,0.4,88.3,0.3,-,6.52,null
