Season Start Year,League,Team,Info,Name,Age,POS,CM,KG,Apps Combined,Apps,Starts,Subs,Mins,Goal,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,Skills
2013,La Liga,Sevilla,Fernando Navarro Sevilla/32/D(CL) ,Fernando Navarro (2013),31,Defender,176,70,21(3),24,21,3,1929,0,-,5,-,-,75.2,1.5,-,6.76,null
2013,La Liga,Sevilla,Cala Sevilla/24/D(C) ,Cala (2013),23,Defender,180,76,9,9,9,0,781,1,-,5,2,0.8,77.4,2,-,6.71,null
2013,La Liga,Sevilla,Diogo Figueiras Sevilla/23/D(R) ,Diogo Figueiras (2013),22,Defender,168,64,19(3),22,19,3,1785,1,1,8,1,0.8,71.6,0.5,-,6.7,null
2013,La Liga,Sevilla,Marko Marin Sevilla/25/AM(CLR)^FW ,Marko Marin (2013),24,Forward,170,64,10(8),18,10,8,950,0,4,3,-,0.9,84.5,0.1,-,6.66,null
2013,La Liga,Sevilla,Jairo Sevilla/21/AM(LR) ,Jairo (2013),20,Midfielder,170,65,16(9),25,16,9,1388,4,2,3,1,1.1,64.5,0.5,2,6.55,null
2013,La Liga,Sevilla,Sebastián Cristóforo Sevilla/21/DM(C) ,Sebastián Cristóforo (2013),20,Midfielder,173,70,4(8),12,4,8,528,0,1,3,-,0.2,88.3,0.4,-,6.53,null
2013,La Liga,Sevilla,Geoffrey Kondogbia Sevilla/21/DM(C) ,Geoffrey Kondogbia (2013),20,Midfielder,188,80,0(2),2,0,2,90,0,-,2,-,0.5,93.2,0.5,-,6.47,null
2013,La Liga,Sevilla,Carlos Fernández Sevilla/18/FW ,Carlos Fernández (2013),17,Forward,188,77,2(2),4,2,2,207,0,-,-,-,0.8,68.8,1.5,-,6.44,null
2013,La Liga,Sevilla,Bryan Rabello Sevilla/20/M ,Bryan Rabello (2013),19,Midfielder,163,60,2(4),6,2,4,207,0,-,-,-,0.8,81.5,0.2,-,6.33,null
2013,La Liga,Sevilla,Piotr Trochowski Sevilla/30/M(CLR) ,Piotr Trochowski (2013),29,Midfielder,169,72,9(9),18,9,9,852,0,1,2,-,0.5,81.3,0.4,-,6.33,null
2013,La Liga,Sevilla,Raul Rusescu Sevilla/26/FW ,Raul Rusescu (2013),25,Forward,180,73,0(1),1,0,1,6,0,-,-,-,3,100,-,-,6.25,Passing
2013,La Liga,Sevilla,Denis Cheryshev Sevilla/23/AM(L) ,Denis Cheryshev (2013),22,Midfielder,179,74,1(3),4,1,3,92,0,-,1,1,0.8,72.2,0.8,-,6.22,null
2013,La Liga,Sevilla,Israel Puerto Sevilla/21/D ,Israel Puerto (2013),20,Defender,187,74,0(3),3,0,3,38,0,-,-,-,-,96.9,-,-,6.19,Passing
2013,La Liga,Sevilla,Moi Sevilla/20/D ,Moi (2013),19,Defender,0,0,1(1),2,1,1,93,0,-,-,-,0.5,84.8,-,-,6.15,null
2013,La Liga,Sevilla,Mode Sevilla/20/D ,Mode (2013),19,Defender,0,0,0(1),1,0,1,16,0,-,-,-,-,100,-,-,6.09,Passing
2013,La Liga,Villarreal,Bruno Villarreal/30/M(C) ,Bruno14231 (2013),29,Midfielder,179,70,35(1),36,35,1,3034,6,2,5,1,1,85.6,2.2,2,7.27,null
2013,La Liga,Villarreal,Mateo Musacchio Villarreal/24/D(C) ,Mateo Musacchio (2013),23,Defender,180,73,32,32,32,0,2845,1,2,4,-,0.4,79.5,2.1,2,7.26,null
2013,La Liga,Villarreal,Gabriel Paulista Villarreal/23/D(C) ,Gabriel Paulista (2013),22,Defender,185,72,17(1),18,17,1,1543,0,-,4,1,0.4,82.7,2.6,-,7.22,null
2013,La Liga,Villarreal,Bojan Jokic Villarreal/28/D(L)^M(L) ,Bojan Jokic (2013),27,Defender,176,75,14(1),15,14,1,1281,0,1,6,-,0.3,78.6,1.3,1,7.12,null
2013,La Liga,Villarreal,Mario Villarreal/23/D(R) ,Mario79909 (2013),22,Defender,178,71,36,36,36,0,3240,1,1,4,-,0.8,77.7,1.4,2,7.11,null
2013,La Liga,Villarreal,Giovani dos Santos Villarreal/25/AM(CLR)^FW ,Giovani dos Santos (2013),24,Forward,179,71,26(5),31,26,5,2227,11,8,2,-,2,78.2,0.2,4,7.09,null
2013,La Liga,Villarreal,Cani Villarreal/33/AM(CLR) ,Cani (2013),32,Midfielder,180,75,24(2),26,24,2,2024,3,5,4,-,1.2,72.1,0.5,3,7.09,null
2013,La Liga,Villarreal,Jaume Costa Villarreal/26/D(L) ,Jaume Costa (2013),25,Defender,171,66,26(4),30,26,4,2458,1,1,12,-,0.5,77.5,0.9,-,6.97,null
