Season Start Year,League,Team,Info,Name,Age,POS,CM,KG,Apps Combined,Apps,Starts,Subs,Mins,Goal,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,Skills
2013,Bundesliga,Borussia Dortmund,Mitchell Langerak Borussia Dortmund/26/GK ,Mitchell Langerak (2013),25,Keeper,193,84,4,4,4,0,360,0,-,-,-,-,51.4,0.3,-,6.46,null
2013,Bundesliga,Borussia Dortmund,Julian Schieber Borussia Dortmund/25/AM(L)^FW ,Julian Schieber (2013),24,Forward,186,83,1(11),12,1,11,168,0,-,-,-,0.4,60.7,0.9,-,6.24,null
2013,Bundesliga,Borussia Dortmund,Marvin Ducksch Borussia Dortmund/20/FW ,Marvin Ducksch (2013),19,Forward,186,72,1(5),6,1,5,161,0,-,-,-,1,80.5,0.3,-,6.15,null
2013,Bundesliga,Borussia Dortmund,Marian Sarr Borussia Dortmund/19/D ,Marian Sarr (2013),18,Defender,188,83,2,2,2,0,136,0,-,1,-,-,84.3,1,-,5.94,null
2013,Bundesliga,Borussia Dortmund,Koray Günter Borussia Dortmund/20/D ,Koray Günter (2013),19,Defender,184,79,0(1),1,0,1,1,0,-,-,-,-,75,1,-,5.88,null
2013,Bundesliga,Schalke 04,Jefferson Farfán Schalke 04/30/AM(CR)^FW ,Jefferson Farfán (2013),29,Forward,178,84,17(2),19,17,2,1528,9,5,2,-,1.5,80.1,0.9,2,7.7,null
2013,Bundesliga,Schalke 04,Julian Draxler Schalke 04/21/AM(CL) ,Julian Draxler (2013),20,Midfielder,187,75,25(1),26,25,1,2163,2,6,5,-,1.8,84.1,1.9,3,7.69,null
2013,Bundesliga,Schalke 04,Joel Matip Schalke 04/23/D(C)^DM(C) ,Joel Matip (2013),22,Defender,195,90,31,31,31,0,2790,3,2,4,-,0.5,80.8,4.3,1,7.45,Defending
2013,Bundesliga,Schalke 04,Klaas-Jan Huntelaar Schalke 04/31/AM(R)^FW ,Klaas-Jan Huntelaar (2013),30,Forward,186,83,17(1),18,17,1,1469,12,-,5,-,3.1,74.2,3.6,3,7.45,null
2013,Bundesliga,Schalke 04,Kevin-Prince Boateng Schalke 04/27/M(CR)^FW ,Kevin-Prince Boateng (2013),26,Forward,186,86,28,28,28,0,2460,6,2,6,-,3.1,80,3.3,1,7.3,null
2013,Bundesliga,Schalke 04,Leon Goretzka Schalke 04/19/AM(R) ,Leon Goretzka (2013),18,Midfielder,189,79,15(10),25,15,10,1508,4,1,1,-,1.7,76.8,2.5,3,7.22,null
2013,Bundesliga,Schalke 04,Atsuto Uchida Schalke 04/26/D(R) ,Atsuto Uchida (2013),25,Defender,176,70,17,17,17,0,1522,0,3,5,-,0.1,80.1,2.1,-,7.22,null
2013,Bundesliga,Schalke 04,Dennis Aogo Schalke 04/27/D(L)^M(CL) ,Dennis Aogo (2013),26,Defender,184,85,10,10,10,0,890,0,4,1,-,1.1,86.4,1.3,-,7.17,null
2013,Bundesliga,Schalke 04,Ralf Fährmann Schalke 04/26/GK ,Ralf Fährmann (2013),25,Keeper,196,95,22,22,22,0,1980,0,-,-,-,-,55.1,0.8,2,7.13,Goalkeeping,null
2013,Bundesliga,Schalke 04,Roman Neustädter Schalke 04/26/D(C)^DM(C) ,Roman Neustädter (2013),25,Defender,190,83,31(1),32,31,1,2600,2,5,4,-,0.8,83.2,2.1,-,7.12,null
2013,Bundesliga,Schalke 04,Max Meyer Schalke 04/19/AM(C) ,Max Meyer (2013),18,Midfielder,173,68,21(9),30,21,9,1852,6,3,3,-,1.1,84.5,0.3,-,7.09,null
2013,Bundesliga,Schalke 04,Chinedu Obasi Schalke 04/28/AM(LR)^FW ,Chinedu Obasi (2013),27,Forward,188,79,7(8),15,7,8,597,3,1,1,-,0.7,74.5,1.4,2,7.08,null
2013,Bundesliga,Schalke 04,Sead Kolasinac Schalke 04/21/D(L) ,Sead Kolasinac (2013),20,Defender,183,85,21(3),24,21,3,1865,0,2,5,-,0.5,77.6,1.7,1,7.05,null
2013,Bundesliga,Schalke 04,Felipe Santana Schalke 04/28/D(C) ,Felipe Santana (2013),27,Defender,194,85,13(7),20,13,7,1255,1,1,-,1,0.4,77.8,3.5,-,7.03,null
2013,Bundesliga,Schalke 04,Jermaine Jones Schalke 04/32/DM(C) ,Jermaine Jones (2013),31,Midfielder,183,78,9(5),14,9,5,903,1,1,3,-,0.8,76.3,3.8,-,6.97,null
2013,Bundesliga,Schalke 04,Marco Höger Schalke 04/25/D(R)^DM(C) ,Marco Höger (2013),24,Defender,182,83,6(2),8,6,2,548,2,-,-,-,0.5,88.3,1.8,-,6.97,null
2013,Bundesliga,Schalke 04,Tim Hoogland Schalke 04/29/D(R)^M(CR) ,Tim Hoogland (2013),28,Defender,183,79,15(4),19,15,4,1364,0,-,2,-,0.4,74.8,2.7,1,6.94,null
2013,Bundesliga,Schalke 04,Kaan Ayhan Schalke 04/19/D(C) ,Kaan Ayhan (2013),18,Defender,184,81,9(5),14,9,5,886,1,1,3,-,0.9,79.4,3,-,6.88,null
2013,Bundesliga,Schalke 04,Christian Fuchs Schalke 04/28/D(L)^M(L) ,Christian Fuchs (2013),27,Defender,186,86,9(7),16,9,7,866,0,2,1,1,0.4,72,3,-,6.86,null
2013,Bundesliga,Schalke 04,Benedikt Höwedes Schalke 04/26/D(CLR) ,Benedikt Höwedes (2013),25,Defender,187,82,18(1),19,18,1,1635,1,-,-,2,0.6,86.2,2.6,-,6.85,null
2013,Bundesliga,Schalke 04,Jan Kirchhoff Schalke 04/24/D(C)^DM(C) ,Jan Kirchhoff (2013),23,Defender,195,90,0(2),2,0,2,37,0,-,-,-,-,100,0.5,-,6.76,Passing,null
2013,Bundesliga,Schalke 04,Adám Szalai Schalke 04/26/FW ,Adám Szalai (2013),25,Forward,193,87,14(14),28,14,14,1423,7,-,2,-,1.3,66.9,2.3,1,6.66,null
2013,Bundesliga,Schalke 04,Timo Hildebrand Schalke 04/35/GK ,Timo Hildebrand (2013),34,Keeper,186,80,12,12,12,0,1080,0,-,-,-,-,55,0.2,-,6.51,null
2013,Bundesliga,Schalke 04,Anthony Annan Schalke 04/28/DM(C) ,Anthony Annan (2013),27,Midfielder,175,64,0(3),3,0,3,33,0,-,-,-,0.3,73.3,1.3,-,6.48,null
2013,Bundesliga,Schalke 04,Christian Clemens Schalke 04/22/AM(LR) ,Christian Clemens (2013),21,Midfielder,181,78,6(5),11,6,5,520,0,-,-,-,0.6,78.5,0.3,-,6.39,null
2013,Bundesliga,Schalke 04,Leroy Sane Schalke 04/18/M ,Leroy Sane (2013),17,Midfielder,172,63,0(1),1,0,1,16,0,-,-,-,1,25,-,-,6.31,null
2013,Bundesliga,Schalke 04,Philipp Max Schalke 04/21/D ,Philipp Max (2013),20,Defender,178,74,0(2),2,0,2,5,0,-,-,-,-,100,-,-,6.12,Passing,null
2013,Bundesliga,Schalke 04,Tranquillo Barnetta Schalke 04/29/AM(CLR) ,Tranquillo Barnetta (2013),28,Midfielder,178,70,0(1),1,0,1,10,0,-,-,-,-,80,-,-,6.07,null
2013,Bundesliga,Schalke 04,Teemu Pukki Schalke 04/24/FW ,Teemu Pukki (2013),23,Forward,180,77,0(1),1,0,1,28,0,-,-,-,-,90,-,-,5.76,null
2013,Bundesliga,Schalke 04,Kyriakos Papadopoulos Schalke 04/22/D(C)^DM(C) ,Kyriakos Papadopoulos (2013),21,Defender,183,85,1(3),4,1,3,99,0,-,-,1,0.3,100,0.5,-,5.65,Passing,null
2013,Bundesliga,Bayer Leverkusen,Stefan Kießling Bayer Leverkusen/30/FW ,Stefan Kießling (2013),29,Forward,191,80,30(2),32,30,2,2687,15,3,3,-,2.6,69.8,6.8,5,7.7,null
2013,Bundesliga,Bayer Leverkusen,Heung-Min Son Bayer Leverkusen/22/AM(LR)^FW ,Heung-Min Son (2013),21,Forward,183,76,29(2),31,29,2,2408,10,4,1,-,2.7,80.3,0.9,3,7.39,null
2013,Bundesliga,Bayer Leverkusen,Sidney Sam Bayer Leverkusen/26/AM(LR) ,Sidney Sam (2013),25,Midfielder,174,71,16(6),22,16,6,1408,8,7,2,-,1.8,80.2,0.4,2,7.33,null
2013,Bundesliga,Bayer Leverkusen,Emir Spahic Bayer Leverkusen/34/D(C) ,Emir Spahic (2013),33,Defender,186,81,26(1),27,26,1,2356,2,2,9,1,0.3,84.9,4.4,3,7.32,null
2013,Bundesliga,Bayer Leverkusen,Emre Can Bayer Leverkusen/20/D(L)^DM(C) ,Emre Can (2013),19,Defender,184,82,24(5),29,24,5,2207,3,3,9,-,1.2,78,2.2,1,7.32,null
2013,Bundesliga,Bayer Leverkusen,Lars Bender Bayer Leverkusen/25/DM(C) ,Lars Bender (2013),24,Midfielder,184,77,28(1),29,28,1,2358,3,1,2,1,0.8,77.6,2.8,-,7.31,null
2013,Bundesliga,Bayer Leverkusen,Gonzalo Castro Bayer Leverkusen/27/D(LR)^M(CLR) ,Gonzalo Castro13423 (2013),26,Defender,172,73,30,30,30,0,2569,5,8,7,-,1.6,79,0.8,-,7.29,null
2013,Bundesliga,Bayer Leverkusen,Sebastian Boenisch Bayer Leverkusen/27/D(L) ,Sebastian Boenisch (2013),26,Defender,191,89,25,25,25,0,2250,1,3,2,-,1.8,70.8,4,1,7.18,null
2013,Bundesliga,Bayer Leverkusen,Roberto Hilbert Bayer Leverkusen/30/D(R)^M(LR) ,Roberto Hilbert (2013),29,Defender,183,81,15(1),16,15,1,1298,1,1,2,-,0.8,73.2,2.6,-,7.16,null
2013,Bundesliga,Bayer Leverkusen,Simon Rolfes Bayer Leverkusen/32/DM(C) ,Simon Rolfes (2013),31,Midfielder,191,83,22(9),31,22,9,2210,4,3,1,-,0.9,80.5,2.8,1,7.09,null
2013,Bundesliga,Bayer Leverkusen,Ömer Toprak Bayer Leverkusen/25/D(C) ,Ömer Toprak (2013),24,Defender,186,83,27(1),28,27,1,2451,1,1,5,-,0.4,88.1,3.3,-,7.08,null
2013,Bundesliga,Bayer Leverkusen,Giulio Donati Bayer Leverkusen/24/D(R) ,Giulio Donati (2013),23,Defender,179,82,20(4),24,20,4,1863,0,1,5,-,0.2,73.5,2.1,-,7.05,null
2013,Bundesliga,Bayer Leverkusen,Bernd Leno Bayer Leverkusen/22/GK ,Bernd Leno (2013),21,Keeper,190,82,34,34,34,0,3060,0,-,1,-,-,69.5,0.8,1,7.02,Goalkeeping,null
2013,Bundesliga,Bayer Leverkusen,Philipp Wollscheid Bayer Leverkusen/25/D(C) ,Philipp Wollscheid (2013),24,Defender,194,88,13(7),20,13,7,1163,0,-,6,-,0.3,85.5,3.2,1,6.86,null
2013,Bundesliga,Bayer Leverkusen,Andrés Guardado Bayer Leverkusen/28/D(L)^M(CL) ,Andrés Guardado (2013),27,Defender,169,67,3(1),4,3,1,272,0,-,2,-,1.3,83.5,1.3,-,6.84,null
2013,Bundesliga,Bayer Leverkusen,Stefan Reinartz Bayer Leverkusen/25/D(C)^DM(C) ,Stefan Reinartz (2013),24,Defender,189,87,13(1),14,13,1,1107,0,1,5,-,0.4,85.2,1.8,-,6.82,null
2013,Bundesliga,Bayer Leverkusen,Julian Brandt Bayer Leverkusen/18/AM(R) ,Julian Brandt (2013),17,Midfielder,185,82,6(6),12,6,6,601,2,2,1,-,0.9,71.7,0.6,-,6.67,null
2013,Bundesliga,Bayer Leverkusen,Jens Hegeler Bayer Leverkusen/26/M(CLR) ,Jens Hegeler (2013),25,Midfielder,193,86,6(12),18,6,12,690,0,3,3,-,0.8,69.4,1.7,-,6.62,null
2013,Bundesliga,Bayer Leverkusen,Konstantinos Stafylidis Bayer Leverkusen/20/D ,Konstantinos Stafylidis (2013),19,Defender,177,74,0(1),1,0,1,9,0,-,-,-,2,100,-,-,6.57,Passing,null
2013,Bundesliga,Bayer Leverkusen,Robbie Kruse Bayer Leverkusen/26/AM(CR)^FW ,Robbie Kruse (2013),25,Forward,179,71,4(11),15,4,11,416,2,2,1,-,0.8,73,0.3,1,6.53,null
2013,Bundesliga,Bayer Leverkusen,Eren Derdiyok Bayer Leverkusen/26/FW ,Eren Derdiyok (2013),25,Forward,191,92,4(14),18,4,14,548,1,1,2,-,1.3,67.5,2.4,1,6.44,null
2013,Bundesliga,Bayer Leverkusen,Levin Öztunali Bayer Leverkusen/18/M ,Levin Öztunali (2013),17,Midfielder,184,80,0(9),9,0,9,86,0,-,-,-,-,85,0.3,-,6.27,null
2013,Bundesliga,Bayer Leverkusen,Dominik Kohr Bayer Leverkusen/20/DM(C) ,Dominik Kohr (2013),19,Midfielder,183,75,0(2),2,0,2,5,0,-,-,-,-,100,-,-,6.2,Passing,null
2013,Bundesliga,Bayer Leverkusen,Seung-Woo Ryu Bayer Leverkusen/20/FW ,Seung-Woo Ryu (2013),19,Forward,172,67,0(2),2,0,2,17,0,-,-,-,-,75,-,-,5.85,null
2013,Bundesliga,Wolfsburg,Ricardo Rodriguez Wolfsburg/22/D(L) ,Ricardo Rodriguez (2013),21,Defender,180,77,34,34,34,0,3060,5,9,2,-,1.1,80.4,3.1,8,8.01,Defending
2013,Bundesliga,Wolfsburg,Diego Wolfsburg/29/AM(CLR) ,Diego (2013),28,Midfielder,173,73,15,15,15,0,1276,3,2,7,-,2.8,81.8,0.6,1,7.73,null
2013,Bundesliga,Wolfsburg,Kevin De Bruyne Wolfsburg/23/AM(CLR) ,Kevin De Bruyne (2013),22,Midfielder,181,76,16,16,16,0,1424,3,6,2,1,2.1,74.2,1.1,1,7.71,null
2013,Bundesliga,Wolfsburg,Naldo Wolfsburg/32/D(C) ,Naldo14172 (2013),31,Defender,198,89,33,33,33,0,2970,3,2,7,-,1.5,80.8,5.4,4,7.54,Defending
2013,Bundesliga,Wolfsburg,Luiz Gustavo Wolfsburg/27/D(CL)^DM(C) ,Luiz Gustavo (2013),26,Defender,187,80,29,29,29,0,2576,4,2,6,3,1.1,86.6,1.9,3,7.34,null
2013,Bundesliga,Wolfsburg,Robin Knoche Wolfsburg/22/D(C) ,Robin Knoche (2013),21,Defender,190,77,30(2),32,30,2,2787,3,2,2,-,0.3,83.6,4.5,-,7.25,null
2013,Bundesliga,Wolfsburg,Ivan Perisic Wolfsburg/25/AM(LR) ,Ivan Perisic (2013),24,Midfielder,187,81,24(9),33,24,9,2228,10,4,4,-,2.1,71.7,2.9,2,7.17,null
2013,Bundesliga,Wolfsburg,Ivica Olic Wolfsburg/35/AM(L)^FW ,Ivica Olic (2013),34,Forward,182,85,28(4),32,28,4,2427,14,5,2,-,2.3,69.4,2.6,1,7.16,null
2013,Bundesliga,Wolfsburg,Christian Träsch Wolfsburg/27/D(R)^DM(C)^M(R) ,Christian Träsch (2013),26,Defender,180,75,21(1),22,21,1,1838,0,1,2,1,0.3,78.6,2,-,7.08,null
2013,Bundesliga,Wolfsburg,Junior Malanda Wolfsburg/20/DM(C) ,Junior Malanda (2013),19,Midfielder,181,78,5(2),7,5,2,408,2,-,-,-,1.6,81.1,1.9,-,6.98,null
2013,Bundesliga,Wolfsburg,Vieirinha Wolfsburg/28/AM(LR) ,Vieirinha (2013),27,Midfielder,172,73,7(4),11,7,4,657,1,1,1,-,1.7,84.2,0.2,-,6.97,null
2013,Bundesliga,Wolfsburg,Patrick Ochs Wolfsburg/30/D(R)^M(CR) ,Patrick Ochs (2013),29,Defender,179,71,14(3),17,14,3,1306,0,2,7,-,0.3,79.6,0.8,-,6.94,null
2013,Bundesliga,Wolfsburg,Maximilian Arnold Wolfsburg/20/M(CR) ,Maximilian Arnold (2013),19,Midfielder,184,74,27(1),28,27,1,2321,7,2,3,1,2,81,1.3,2,6.81,null
2013,Bundesliga,Wolfsburg,Daniel Caligiuri Wolfsburg/26/AM(CLR) ,Daniel Caligiuri (2013),25,Midfielder,182,79,9(15),24,9,15,1154,1,1,2,1,1,70.4,1.8,-,6.73,null
2013,Bundesliga,Wolfsburg,Diego Benaglio Wolfsburg/31/GK ,Diego Benaglio (2013),30,Keeper,194,89,29,29,29,0,2566,0,-,-,-,-,66,0.5,-,6.7,null
2013,Bundesliga,Wolfsburg,Willi Evseev Wolfsburg/22/M ,Willi Evseev (2013),21,Midfielder,177,72,0(3),3,0,3,14,0,2,-,-,-,100,-,-,6.68,Passing,null
2013,Bundesliga,Wolfsburg,Bas Dost Wolfsburg/25/FW ,Bas Dost (2013),24,Forward,196,78,6(7),13,6,7,605,4,-,-,-,0.7,66.1,3.2,-,6.63,null
2013,Bundesliga,Wolfsburg,Jan Polák Wolfsburg/33/DM(C) ,Jan Polák (2013),32,Midfielder,181,77,8(10),18,8,10,833,0,-,2,-,0.2,84.5,1.4,-,6.53,null
2013,Bundesliga,Wolfsburg,Timm Klose Wolfsburg/26/D(C) ,Timm Klose (2013),25,Defender,193,87,5(5),10,5,5,412,0,-,1,1,-,85.4,2.3,1,6.5,null
2013,Bundesliga,Wolfsburg,Slobodan Medojevic Wolfsburg/23/DM(C) ,Slobodan Medojevic (2013),22,Midfielder,183,78,16(4),20,16,4,1365,0,-,3,-,0.6,81.6,1.1,-,6.49,null
2013,Bundesliga,Wolfsburg,Marcel Schäfer Wolfsburg/30/D(L)^M(L) ,Marcel Schäfer (2013),29,Defender,184,75,5(16),21,5,16,518,1,1,1,-,0.6,74.2,0.9,-,6.45,null
2013,Bundesliga,Wolfsburg,Ja-Cheol Koo Wolfsburg/25/M(CLR) ,Ja-Cheol Koo (2013),24,Midfielder,183,75,8(2),10,8,2,599,0,-,-,-,0.9,88.8,0.4,-,6.45,null
