Season Start Year,League,Team,Info,Name,Age,POS,CM,KG,Apps Combined,Apps,Starts,Subs,Mins,Goal,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,Skills
2012,Bundesliga,Freiburg,Ezequiel Freiburg/23/M ,Ezequiel (2012),21,Midfielder,169,59,0(2),2,0,2,29,0,-,-,-,0.5,72.7,0.5,-,6.16,null
2012,Bundesliga,Freiburg,Garra Dembélé Freiburg/28/FW ,Garra Dembélé (2012),26,Forward,187,79,0(3),3,0,3,40,0,-,-,-,1,45.5,0.7,-,6.15,null
2012,Bundesliga,Freiburg,Marc Lais Freiburg/23/M ,Marc Lais (2012),21,Midfielder,184,80,0(1),1,0,1,9,0,-,-,-,-,100,-,-,5.73,Passing,null
2012,Bundesliga,Eintracht Frankfurt,Alexander Meier Eintracht Frankfurt/31/M(C)^FW ,Alexander Meier (2012),29,Forward,196,84,31,31,31,0,2728,16,3,4,-,2.8,74.5,5.4,5,7.37,Scoring,null
2012,Bundesliga,Eintracht Frankfurt,Pirmin Schwegler Eintracht Frankfurt/27/DM(C) ,Pirmin Schwegler (2012),25,Midfielder,178,74,25(2),27,25,2,2218,2,2,7,-,1.1,79.3,2,4,7.32,null
2012,Bundesliga,Eintracht Frankfurt,Bastian Oczipka Eintracht Frankfurt/25/D(L) ,Bastian Oczipka (2012),23,Defender,184,87,33,33,33,0,2891,0,8,1,-,0.4,76.3,0.7,2,7.28,null
2012,Bundesliga,Eintracht Frankfurt,Sebastian Rode Eintracht Frankfurt/24/DM(C) ,Sebastian Rode (2012),22,Midfielder,179,73,33,33,33,0,2922,0,-,8,-,0.9,84.4,1.4,1,7.17,null
2012,Bundesliga,Eintracht Frankfurt,Anderson Eintracht Frankfurt/26/D(C) ,Anderson43395 (2012),24,Defender,188,80,28,28,28,0,2493,1,2,3,-,0.3,85.5,2.7,-,7.11,null
2012,Bundesliga,Eintracht Frankfurt,Carlos Zambrano Eintracht Frankfurt/25/D(C) ,Carlos Zambrano (2012),23,Defender,185,78,30,30,30,0,2649,0,-,11,-,0.1,82.7,1.9,-,7.03,null
2012,Bundesliga,Eintracht Frankfurt,Takashi Inui Eintracht Frankfurt/26/AM(CL) ,Takashi Inui (2012),24,Midfielder,169,59,33,33,33,0,2683,6,5,4,1,2.6,84.5,0.1,2,7.01,null
2012,Bundesliga,Eintracht Frankfurt,Sebastian Jung Eintracht Frankfurt/24/D(R) ,Sebastian Jung (2012),22,Defender,179,72,32,32,32,0,2840,1,1,5,-,0.8,77.9,1.3,1,6.89,null
2012,Bundesliga,Eintracht Frankfurt,Oka Nikolov Eintracht Frankfurt/40/GK ,Oka Nikolov (2012),38,Keeper,187,86,8,8,8,0,697,0,-,-,-,-,58.5,0.3,1,6.88,null
2012,Bundesliga,Eintracht Frankfurt,Kevin Trapp Eintracht Frankfurt/24/GK ,Kevin Trapp (2012),22,Keeper,189,83,26,26,26,0,2340,0,-,-,-,-,59.1,0.1,2,6.83,null
2012,Bundesliga,Eintracht Frankfurt,Stefan Aigner Eintracht Frankfurt/27/AM(R)^FW ,Stefan Aigner (2012),25,Forward,185,72,34,34,34,0,2858,9,7,3,-,1.1,72.1,1.1,-,6.82,null
2012,Bundesliga,Eintracht Frankfurt,Marco Russ Eintracht Frankfurt/29/D(C)^DM(C) ,Marco Russ (2012),27,Defender,190,75,7(3),10,7,3,626,1,-,5,-,0.8,78.3,2.9,1,6.78,null
2012,Bundesliga,Eintracht Frankfurt,Constant Djakpa Eintracht Frankfurt/28/D(L)^DM(C) ,Constant Djakpa (2012),26,Defender,177,71,1(4),5,1,4,187,0,-,-,-,0.2,73.7,0.4,-,6.7,null
2012,Bundesliga,Eintracht Frankfurt,Heiko Butscher Eintracht Frankfurt/34/D(CL) ,Heiko Butscher (2012),32,Defender,189,86,2(1),3,2,1,199,0,-,-,-,-,83.9,1,-,6.63,null
2012,Bundesliga,Eintracht Frankfurt,Marc Stendera Eintracht Frankfurt/18/M ,Marc Stendera (2012),16,Midfielder,171,64,2(3),5,2,3,221,0,1,-,-,0.4,66.7,-,-,6.61,null
2012,Bundesliga,Eintracht Frankfurt,Marc-Oliver Kempf Eintracht Frankfurt/19/D(C) ,Marc-Oliver Kempf (2012),17,Defender,185,82,2,2,2,0,180,0,-,-,-,1,83.6,3,-,6.59,null
2012,Bundesliga,Eintracht Frankfurt,Olivier Occean Eintracht Frankfurt/33/FW ,Olivier Occean (2012),31,Forward,185,86,10(8),18,10,8,1004,1,1,-,-,1.4,69.2,2.2,-,6.54,null
2012,Bundesliga,Eintracht Frankfurt,Srdjan Lakic Eintracht Frankfurt/31/FW ,Srdjan Lakic (2012),29,Forward,186,85,9(5),14,9,5,762,4,-,2,-,1.3,72.9,1.7,-,6.54,null
2012,Bundesliga,Eintracht Frankfurt,Martin Lanig Eintracht Frankfurt/30/M(C) ,Martin Lanig (2012),28,Midfielder,190,79,4(15),19,4,15,383,3,1,1,-,0.5,75,0.5,-,6.53,null
2012,Bundesliga,Eintracht Frankfurt,Vadim Demidov Eintracht Frankfurt/28/D(C) ,Vadim Demidov (2012),26,Defender,185,80,4(1),5,4,1,368,0,-,1,-,-,79.7,1.6,-,6.52,null
2012,Bundesliga,Eintracht Frankfurt,Stefano Celozzi Eintracht Frankfurt/25/D(R) ,Stefano Celozzi (2012),23,Defender,171,65,6(21),27,6,21,1034,0,3,3,-,0.4,79.8,0.2,1,6.48,null
2012,Bundesliga,Eintracht Frankfurt,Karim Matmour Eintracht Frankfurt/29/AM(CR)^FW ,Karim Matmour (2012),27,Forward,181,75,12(12),24,12,12,1284,1,1,2,2,1.3,75.5,0.8,-,6.39,null
2012,Bundesliga,Eintracht Frankfurt,Erwin Hoffer Eintracht Frankfurt/27/FW ,Erwin Hoffer (2012),25,Forward,177,72,2(4),6,2,4,196,1,-,-,-,1.2,85.2,0.8,-,6.36,null
2012,Bundesliga,Eintracht Frankfurt,Sonny Kittel Eintracht Frankfurt/21/M ,Sonny Kittel (2012),19,Midfielder,178,65,0(6),6,0,6,43,0,-,-,-,0.2,76.9,-,-,6.06,null
2012,Bundesliga,Eintracht Frankfurt,Benjamin Köhler Eintracht Frankfurt/34/D(L)^M(CL) ,Benjamin Köhler (2012),32,Defender,172,66,0(6),6,0,6,47,0,-,-,-,-,64.3,0.2,-,6.01,null
2012,Bundesliga,Eintracht Frankfurt,Aykut Özer Eintracht Frankfurt/21/GK ,Aykut Özer (2012),19,Keeper,189,80,0(1),1,0,1,27,0,-,-,-,-,75,-,-,5.81,null
2012,Bundesliga,Eintracht Frankfurt,Dorge Kouemaha Eintracht Frankfurt/31/FW ,Dorge Kouemaha (2012),29,Forward,188,86,0(2),2,0,2,42,0,-,-,-,0.5,81.3,-,-,5.59,null
2012,Bundesliga,Hamburger SV,Milan Badelj Hamburger SV/25/M(C) ,Milan Badelj (2012),23,Midfielder,186,76,30(1),31,30,1,2513,1,5,8,-,0.7,81.5,1.3,4,7.5,null
2012,Bundesliga,Hamburger SV,Heiko Westermann Hamburger SV/31/D(CLR)^DM(C) ,Heiko Westermann (2012),29,Defender,190,87,34,34,34,0,3035,3,2,4,-,0.7,81.7,4.2,1,7.49,Defending
2012,Bundesliga,Hamburger SV,Marcell Jansen Hamburger SV/28/D(L)^M(L) ,Marcell Jansen (2012),26,Defender,191,89,28,28,28,0,2490,1,2,6,-,1.2,65.8,3.4,-,7.29,null
2012,Bundesliga,Hamburger SV,Rafael van der Vaart Hamburger SV/31/AM(CLR) ,Rafael van der Vaart (2012),29,Midfielder,176,74,27,27,27,0,2302,5,9,5,-,2.3,79.4,0.7,1,7.18,null
2012,Bundesliga,Hamburger SV,Michael Mancienne Hamburger SV/26/D(C)^DM(C) ,Michael Mancienne (2012),24,Defender,184,80,21,21,21,0,1759,0,-,2,-,0.1,85.6,3.6,1,7.16,null
2012,Bundesliga,Hamburger SV,Jaroslav Drobny Hamburger SV/35/GK ,Jaroslav Drobny (2012),33,Keeper,192,90,2,2,2,0,180,0,-,-,-,-,33.8,-,-,7.14,Goalkeeping,null
2012,Bundesliga,Hamburger SV,Dennis Diekmeier Hamburger SV/25/D(R) ,Dennis Diekmeier (2012),23,Defender,188,79,31(1),32,31,1,2844,0,4,7,-,0.3,77.6,1.1,-,7.03,null
2012,Bundesliga,Hamburger SV,Heung-Min Son Hamburger SV/22/AM(LR)^FW ,Heung-Min Son (2012),20,Forward,183,76,31(2),33,31,2,2713,12,2,4,-,2.4,77.6,1.6,2,7.02,null
2012,Bundesliga,Hamburger SV,Zhi Gin Lam Hamburger SV/23/D(L)^M(R) ,Zhi Gin Lam (2012),21,Defender,175,67,4,4,4,0,343,0,-,1,-,0.5,83.1,-,-,6.98,null
2012,Bundesliga,Hamburger SV,Slobodan Rajkovic Hamburger SV/25/D(C) ,Slobodan Rajkovic (2012),23,Defender,191,88,6(7),13,6,7,648,0,-,-,-,0.4,71.2,2.9,1,6.89,null
2012,Bundesliga,Hamburger SV,Tolgay Arslan Hamburger SV/24/M(C) ,Tolgay Arslan (2012),22,Midfielder,180,77,19(6),25,19,6,1678,0,1,8,-,0.4,84.2,0.4,1,6.86,null
2012,Bundesliga,Hamburger SV,Dennis Aogo Hamburger SV/27/D(L)^M(CL) ,Dennis Aogo (2012),25,Defender,184,85,22(5),27,22,5,1970,2,4,2,-,1,85.7,0.6,1,6.84,null
2012,Bundesliga,Hamburger SV,Per Skjelbred Hamburger SV/27/M(CR) ,Per Skjelbred (2012),25,Midfielder,175,74,15(3),18,15,3,1194,0,-,-,-,0.4,82.5,0.9,-,6.84,null
2012,Bundesliga,Hamburger SV,René Adler Hamburger SV/29/GK ,René Adler (2012),27,Keeper,191,87,32,32,32,0,2880,0,-,5,-,-,57.7,0.2,2,6.83,null
2012,Bundesliga,Hamburger SV,Artjoms Rudnevs Hamburger SV/26/FW ,Artjoms Rudnevs (2012),24,Forward,183,81,26(8),34,26,8,2443,12,4,4,-,2.1,58.4,2.1,1,6.74,null
2012,Bundesliga,Hamburger SV,Jeffrey Bruma Hamburger SV/22/D(CR) ,Jeffrey Bruma (2012),20,Defender,189,88,10(8),18,10,8,1055,1,1,2,1,0.3,83,2.3,-,6.63,null
2012,Bundesliga,Hamburger SV,Ivo Ilicevic Hamburger SV/27/AM(LR) ,Ivo Ilicevic (2012),25,Midfielder,174,63,4(4),8,4,4,340,1,-,3,-,1,78.3,0.9,-,6.59,null
2012,Bundesliga,Hamburger SV,Tomás Rincón Hamburger SV/26/D(R)^M(CR) ,Tomás Rincón (2012),24,Defender,175,75,9(11),20,9,11,957,0,-,2,-,0.4,82.3,0.8,-,6.5,null
2012,Bundesliga,Hamburger SV,Maximilian Beister Hamburger SV/24/AM(LR)^FW ,Maximilian Beister (2012),22,Forward,180,81,8(15),23,8,15,977,3,1,2,1,1.8,67.6,0.1,1,6.47,null
2012,Bundesliga,Hamburger SV,Petr Jiracek Hamburger SV/28/M(CLR) ,Petr Jiracek (2012),26,Midfielder,180,77,10(3),13,10,3,893,1,1,-,1,0.7,77.9,0.8,-,6.46,null
2012,Bundesliga,Hamburger SV,Jacopo Sala Hamburger SV/22/M(CR) ,Jacopo Sala (2012),20,Midfielder,185,72,2(6),8,2,6,187,0,-,-,-,-,71.9,0.3,-,6.43,null
2012,Bundesliga,Hamburger SV,Robert Tesche Hamburger SV/27/M(C) ,Robert Tesche (2012),25,Midfielder,182,78,0(4),4,0,4,85,0,-,2,-,-,73.7,0.5,-,6.25,null
2012,Bundesliga,Hamburger SV,Marcus Berg Hamburger SV/28/FW ,Marcus Berg (2012),26,Forward,184,74,2(9),11,2,9,288,0,-,-,-,0.8,59.3,0.5,-,6.09,null
2012,Bundesliga,Hamburger SV,Paul Scharner Hamburger SV/34/D(C)^M(C) ,Paul Scharner (2012),32,Defender,191,81,1(3),4,1,3,106,0,-,-,1,0.3,73.9,0.8,-,5.97,null
2012,Bundesliga,Hamburger SV,Gojko Kacar Hamburger SV/27/D(C)^M(C) ,Gojko Kacar (2012),25,Defender,185,84,0(3),3,0,3,39,0,-,-,-,-,68.8,0.3,-,5.96,null
2012,Bundesliga,Borussia M.Gladbach,Juan Arango Borussia M.Gladbach/34/AM(L) ,Juan Arango (2012),32,Midfielder,180,76,31,31,31,0,2728,5,7,2,-,2.2,69.2,2.1,4,7.39,null
2012,Bundesliga,Borussia M.Gladbach,Martin Stranzl Borussia M.Gladbach/34/D(CR) ,Martin Stranzl (2012),32,Defender,191,83,26,26,26,0,2312,5,-,5,1,0.7,83.7,4.1,2,7.31,null
2012,Bundesliga,Borussia M.Gladbach,Tony Jantschke Borussia M.Gladbach/24/D(CR) ,Tony Jantschke (2012),22,Defender,177,74,31,31,31,0,2734,1,1,6,-,0.2,79.3,1.4,1,7,null
2012,Bundesliga,Borussia M.Gladbach,Álvaro Domínguez Borussia M.Gladbach/25/D(CL) ,Álvaro Domínguez (2012),23,Defender,189,83,30,30,30,0,2700,2,-,8,-,0.4,84.4,3.2,-,6.97,null
2012,Bundesliga,Borussia M.Gladbach,Havard Nordtveit Borussia M.Gladbach/24/D(C)^DM(C) ,Havard Nordtveit (2012),22,Defender,188,83,30(1),31,30,1,2580,1,4,4,-,0.8,80.7,1,2,6.95,null
2012,Bundesliga,Borussia M.Gladbach,Marc-André ter Stegen Borussia M.Gladbach/22/GK ,Marc-André ter Stegen (2012),20,Keeper,189,82,34,34,34,0,3048,0,-,2,-,-,62.2,0.3,1,6.95,null
2012,Bundesliga,Borussia M.Gladbach,Patrick Herrmann Borussia M.Gladbach/23/AM(R)^FW ,Patrick Herrmann (2012),21,Forward,179,70,30(2),32,30,2,2526,6,5,6,-,1.3,74.6,0.3,3,6.9,null
2012,Bundesliga,Borussia M.Gladbach,Oscar Wendt Borussia M.Gladbach/29/D(L) ,Oscar Wendt (2012),27,Defender,181,82,21,21,21,0,1874,1,3,1,-,0.3,80.7,0.5,1,6.87,null
2012,Bundesliga,Borussia M.Gladbach,Filip Daems Borussia M.Gladbach/35/D(CL) ,Filip Daems (2012),33,Defender,181,79,16(3),19,16,3,1495,1,-,4,-,0.1,83.5,1.8,-,6.85,null
2012,Bundesliga,Borussia M.Gladbach,Thorben Marx Borussia M.Gladbach/33/DM(C) ,Thorben Marx (2012),31,Midfielder,184,83,23,23,23,0,2003,2,2,6,-,0.7,84.5,0.9,-,6.85,null
2012,Bundesliga,Borussia M.Gladbach,Granit Xhaka Borussia M.Gladbach/22/AM(C) ,Granit Xhaka (2012),20,Midfielder,185,82,15(7),22,15,7,1487,1,-,4,-,1,81.2,1.6,-,6.83,null
2012,Bundesliga,Borussia M.Gladbach,Luuk de Jong Borussia M.Gladbach/24/AM(C)^FW ,Luuk de Jong (2012),22,Forward,188,86,17(6),23,17,6,1435,6,2,3,-,1.3,72.9,2.7,-,6.83,null
2012,Bundesliga,Borussia M.Gladbach,Roel Brouwers Borussia M.Gladbach/32/D(C) ,Roel Brouwers (2012),30,Defender,192,82,15(6),21,15,6,1437,1,1,2,-,0.4,90.2,2,-,6.78,null
2012,Bundesliga,Borussia M.Gladbach,Tolga Cigerci Borussia M.Gladbach/22/M(CR) ,Tolga Cigerci (2012),20,Midfielder,185,80,9(3),12,9,3,810,0,-,2,-,1.1,84.5,0.8,-,6.76,null
2012,Bundesliga,Borussia M.Gladbach,Mike Hanke Borussia M.Gladbach/30/FW ,Mike Hanke (2012),28,Forward,185,85,13(19),32,13,19,1367,4,2,-,-,1,68.7,1,1,6.57,null
2012,Bundesliga,Borussia M.Gladbach,Amin Younes Borussia M.Gladbach/21/AM(C) ,Amin Younes (2012),19,Midfielder,168,67,6(5),11,6,5,536,1,-,-,-,0.6,77.3,0.2,-,6.57,null
2012,Bundesliga,Borussia M.Gladbach,Lukas Rupp Borussia M.Gladbach/23/M(CR) ,Lukas Rupp (2012),21,Midfielder,178,73,13(8),21,13,8,1105,0,1,1,-,0.6,71.5,0.2,-,6.52,null
2012,Bundesliga,Borussia M.Gladbach,Igor de Camargo Borussia M.Gladbach/31/AM(C)^FW ,Igor de Camargo (2012),29,Forward,187,83,7(7),14,7,7,633,2,-,1,-,1.1,56.5,1.4,1,6.47,null
2012,Bundesliga,Borussia M.Gladbach,Branimir Hrgota Borussia M.Gladbach/21/FW ,Branimir Hrgota (2012),19,Forward,185,74,2(11),13,2,11,386,3,1,-,-,0.7,79.2,0.2,-,6.41,null
2012,Bundesliga,Borussia M.Gladbach,Peniel Kokou Mlapa Borussia M.Gladbach/23/AM(R)^FW ,Peniel Kokou Mlapa (2012),21,Forward,193,89,3(17),20,3,17,511,2,-,-,-,0.7,73.4,0.6,-,6.36,null
2012,Bundesliga,Borussia M.Gladbach,Alexander Ring Borussia M.Gladbach/23/AM(R) ,Alexander Ring (2012),21,Midfielder,173,72,2(4),6,2,4,195,0,-,-,-,0.2,73.9,0.3,-,6.32,null
2012,Bundesliga,Borussia M.Gladbach,Christofer Heimeroth Borussia M.Gladbach/33/GK ,Christofer Heimeroth (2012),31,Keeper,194,91,0(1),1,0,1,15,0,-,-,-,-,100,-,-,5.88,Passing,null
2012,Bundesliga,Hannover 96,Szabolcs Huszti Hannover 96/31/AM(LR) ,Szabolcs Huszti (2012),29,Midfielder,173,72,19(2),21,19,2,1659,9,9,4,1,1.1,73.5,0.7,4,7.47,null
2012,Bundesliga,Hannover 96,Mame Biram Diouf Hannover 96/26/AM(R)^FW ,Mame Biram Diouf (2012),24,Forward,185,79,24(4),28,24,4,2164,12,7,6,-,2.1,63.1,3,1,7.14,null
2012,Bundesliga,Hannover 96,Lars Stindl Hannover 96/26/M(CR) ,Lars Stindl (2012),24,Midfielder,180,78,17(1),18,17,1,1515,2,3,6,-,1.2,74.7,1,1,7.07,null
2012,Bundesliga,Hannover 96,Johan Djourou Hannover 96/27/D(CR) ,Johan Djourou (2012),25,Defender,191,87,14,14,14,0,1207,0,-,4,-,0.1,83.7,2.8,-,7,null
2012,Bundesliga,Hannover 96,Ron-Robert Zieler Hannover 96/25/GK ,Ron-Robert Zieler (2012),23,Keeper,188,83,34,34,34,0,3060,0,-,1,-,-,56.7,0.1,1,6.94,null
2012,Bundesliga,Hannover 96,Didier Ya Konan Hannover 96/30/AM(R)^FW ,Didier Ya Konan (2012),28,Forward,174,74,21(7),28,21,7,2001,7,2,4,-,2.1,73.3,0.9,3,6.89,null
2012,Bundesliga,Hannover 96,Sergio da Silva Pinto Hannover 96/34/M(C) ,Sergio da Silva Pinto (2012),32,Midfielder,176,72,28(2),30,28,2,2469,2,1,6,1,1.5,80.4,0.3,-,6.88,null
2012,Bundesliga,Hannover 96,Steven Cherundolo Hannover 96/35/D(R) ,Steven Cherundolo (2012),33,Defender,172,69,20,20,20,0,1767,0,1,1,-,0.2,76.6,1.4,-,6.86,null
2012,Bundesliga,Hannover 96,Konstantin Rausch Hannover 96/24/D(L)^M(CL) ,Konstantin Rausch (2012),22,Defender,182,80,25(5),30,25,5,2342,3,3,3,-,0.6,76.5,0.5,1,6.83,null
2012,Bundesliga,Hannover 96,Leon Andreasen Hannover 96/31/DM(C) ,Leon Andreasen (2012),29,Midfielder,188,81,4(1),5,4,1,267,2,-,-,-,1.6,75.3,0.4,-,6.8,null
2012,Bundesliga,Hannover 96,Christian Schulz Hannover 96/31/D(CL)^DM(C) ,Christian Schulz (2012),29,Defender,185,80,18(1),19,18,1,1627,1,-,4,1,0.4,79.2,2.7,1,6.78,null
2012,Bundesliga,Hannover 96,Andre Hoffmann Hannover 96/21/D(C)^DM(C) ,Andre Hoffmann (2012),19,Defender,188,84,14(2),16,14,2,1223,2,-,5,-,0.4,81.2,1.1,-,6.71,null
2012,Bundesliga,Hannover 96,Mario Eggimann Hannover 96/33/D(C) ,Mario Eggimann (2012),31,Defender,189,84,21(1),22,21,1,1809,1,1,2,-,0.4,84.6,2.3,1,6.7,null
2012,Bundesliga,Hannover 96,Manuel Schmiedebach Hannover 96/25/D(R)^M(CR) ,Manuel Schmiedebach (2012),23,Defender,170,70,14(7),21,14,7,1431,0,1,5,-,0.2,76.5,0.3,-,6.68,null
2012,Bundesliga,Hannover 96,Karim Haggui Hannover 96/30/D(C) ,Karim Haggui (2012),28,Defender,190,86,16(6),22,16,6,1602,1,-,6,-,0.5,79.7,3.2,-,6.67,null
2012,Bundesliga,Hannover 96,Jan Schlaudraff Hannover 96/31/AM(CR)^FW ,Jan Schlaudraff (2012),29,Forward,180,72,22(8),30,22,8,1869,2,4,2,-,0.5,75.1,0.5,-,6.58,null
2012,Bundesliga,Hannover 96,Sébastien Pocognoli Hannover 96/27/D(L) ,Sébastien Pocognoli (2012),25,Defender,182,78,10(1),11,10,1,818,0,1,-,1,0.4,68.5,1.2,-,6.57,null
2012,Bundesliga,Hannover 96,Artur Sobiech Hannover 96/24/FW ,Artur Sobiech (2012),22,Forward,185,81,9(16),25,9,16,948,5,2,4,-,0.8,69.9,2.1,1,6.55,null
2012,Bundesliga,Hannover 96,Sofian Chahed Hannover 96/31/D(R)^DM(C) ,Sofian Chahed (2012),29,Defender,178,73,9(4),13,9,4,909,0,2,3,-,0.4,71.3,0.7,-,6.51,null
2012,Bundesliga,Hannover 96,Felipe Hannover 96/27/D(C) ,Felipe41262 (2012),25,Defender,193,90,3(1),4,3,1,241,1,-,2,-,0.3,80.9,1.5,-,6.48,null
2012,Bundesliga,Hannover 96,Hiroki Sakai Hannover 96/24/D(R) ,Hiroki Sakai (2012),22,Defender,185,75,8(5),13,8,5,724,0,-,3,-,0.1,73.1,0.8,-,6.46,null
2012,Bundesliga,Hannover 96,Mohammed Abdellaoue Hannover 96/29/FW ,Mohammed Abdellaoue (2012),27,Forward,182,80,12(14),26,12,14,1074,8,1,1,-,1,66.9,0.7,-,6.46,null
2012,Bundesliga,Hannover 96,Christian Pander Hannover 96/31/D(L)^M(L) ,Christian Pander (2012),29,Defender,186,80,11(7),18,11,7,1069,0,1,2,-,0.6,66.8,0.5,-,6.44,null
2012,Bundesliga,Hannover 96,Adrian Nikci Hannover 96/24/M ,Adrian Nikci (2012),22,Midfielder,182,76,1(3),4,1,3,135,1,-,-,-,0.8,73.2,1.3,-,6.42,null
2012,Bundesliga,Hannover 96,Deniz Kadah Hannover 96/28/FW ,Deniz Kadah (2012),26,Forward,186,75,0(2),2,0,2,18,0,-,1,-,-,100,-,-,5.76,Passing,null
2012,Bundesliga,Nurnberg,Hiroshi Kiyotake Nurnberg/24/AM(CR) ,Hiroshi Kiyotake (2012),22,Midfielder,172,66,30(1),31,30,1,2571,4,9,2,-,1.1,81.8,0.2,2,7.19,null
2012,Bundesliga,Nurnberg,Timm Klose Nurnberg/26/D(C) ,Timm Klose (2012),24,Defender,193,87,32,32,32,0,2802,2,1,5,-,0.4,79.1,2.4,2,7.12,null
2012,Bundesliga,Nurnberg,Javier Pinola Nurnberg/31/D(CL) ,Javier Pinola (2012),29,Defender,180,79,27(1),28,27,1,2465,0,1,10,-,0.8,75,1.6,1,7.12,null
2012,Bundesliga,Nurnberg,Per Nilsson Nurnberg/32/D(C) ,Per Nilsson (2012),30,Defender,190,88,29,29,29,0,2566,6,-,5,-,0.8,79.6,2.8,1,7.02,null
2012,Bundesliga,Nurnberg,Raphael Schäfer Nurnberg/35/GK ,Raphael Schäfer (2012),33,Keeper,190,94,31,31,31,0,2746,0,-,1,-,-,65.1,-,3,6.98,null
2012,Bundesliga,Nurnberg,Timothy Chandler Nurnberg/24/D(R)^M(R) ,Timothy Chandler (2012),22,Defender,186,83,29(1),30,29,1,2534,1,3,5,-,0.4,70.6,1.1,1,6.92,null
2012,Bundesliga,Nurnberg,Patrick Rakovsky Nurnberg/21/GK ,Patrick Rakovsky (2012),19,Keeper,187,84,3(1),4,3,1,315,0,-,-,-,-,71.2,-,-,6.82,null
2012,Bundesliga,Nurnberg,Timmy Simons Nurnberg/37/DM(C) ,Timmy Simons (2012),35,Midfielder,186,78,34,34,34,0,3032,5,-,4,-,0.5,80.8,1.5,-,6.81,null
2012,Bundesliga,Nurnberg,Hanno Balitsch Nurnberg/33/D(R)^DM(C) ,Hanno Balitsch (2012),31,Defender,180,80,31(2),33,31,2,2787,1,2,8,-,0.9,73.9,1.2,-,6.8,null
2012,Bundesliga,Nurnberg,Timo Gebhart Nurnberg/25/AM(CLR) ,Timo Gebhart (2012),23,Midfielder,183,86,12(6),18,12,6,1136,2,1,3,1,1.2,75.7,0.8,1,6.78,null
2012,Bundesliga,Nurnberg,Alexander Esswein Nurnberg/24/AM(L)^FW ,Alexander Esswein (2012),22,Forward,183,85,19(8),27,19,8,1695,2,1,1,-,1.3,72.1,0.4,1,6.71,null
2012,Bundesliga,Nurnberg,Markus Feulner Nurnberg/32/D(R)^M(CR) ,Markus Feulner (2012),30,Defender,183,82,17(6),23,17,6,1592,4,2,3,1,1.3,74.5,0.9,4,6.71,null
2012,Bundesliga,Nurnberg,Markus Mendler Nurnberg/21/M ,Markus Mendler (2012),19,Midfielder,173,70,2(1),3,2,1,157,0,-,1,-,1.3,81,-,-,6.7,null
2012,Bundesliga,Nurnberg,Marvin Plattenhardt Nurnberg/22/D(L) ,Marvin Plattenhardt (2012),20,Defender,181,76,8(6),14,8,6,822,1,-,3,-,0.4,72.7,0.6,-,6.63,null
2012,Bundesliga,Nurnberg,Robert Mak Nurnberg/23/AM(LR) ,Robert Mak (2012),21,Midfielder,179,78,9(10),19,9,10,892,1,2,1,-,1.2,80.7,-,1,6.63,null
2012,Bundesliga,Nurnberg,Tomas Pekhart Nurnberg/25/FW ,Tomas Pekhart (2012),23,Forward,194,93,23(8),31,23,8,2035,4,2,4,-,1.3,64,2.6,1,6.58,null
2012,Bundesliga,Nurnberg,Mike Frantz Nurnberg/28/M(CLR) ,Mike Frantz (2012),26,Midfielder,182,80,19(8),27,19,8,1592,1,-,3,-,0.9,75.1,0.7,-,6.53,null
2012,Bundesliga,Nurnberg,Almog Cohen Nurnberg/26/DM(C) ,Almog Cohen (2012),24,Midfielder,168,68,3(6),9,3,6,391,0,1,1,-,0.7,82.5,0.3,-,6.52,null
2012,Bundesliga,Nurnberg,Berkay Dabanli Nurnberg/24/D(C) ,Berkay Dabanli (2012),22,Defender,190,88,2(6),8,2,6,265,0,-,1,-,0.3,88.3,0.8,-,6.49,null
2012,Bundesliga,Nurnberg,Niklas Stark Nurnberg/19/D(C)^DM(C) ,Niklas Stark (2012),17,Defender,189,77,2(1),3,2,1,214,0,-,-,-,1.7,73.7,1,-,6.48,null
2012,Bundesliga,Nurnberg,Sebastian Polter Nurnberg/23/AM(R)^FW ,Sebastian Polter (2012),21,Forward,190,88,10(16),26,10,16,1107,5,-,6,-,0.9,64,1.6,-,6.38,null
2012,Bundesliga,Nurnberg,Muhammed Ildiz Nurnberg/23/M ,Muhammed Ildiz (2012),21,Midfielder,179,75,0(5),5,0,5,40,0,-,-,-,0.4,78.3,-,-,6.33,null
2012,Bundesliga,Nurnberg,Noah Korczowski Nurnberg/20/D ,Noah Korczowski (2012),18,Defender,185,80,0(3),3,0,3,25,0,-,-,-,0.3,0,-,-,6.16,null
2012,Bundesliga,Nurnberg,Mu Kanazaki Nurnberg/25/M ,Mu Kanazaki (2012),23,Midfielder,180,70,1(3),4,1,3,106,0,-,1,-,0.5,82.9,0.3,-,6.11,null
2012,Bundesliga,Nurnberg,Marcos Antonio Nurnberg/31/D ,Marcos Antonio (2012),29,Defender,187,87,1,1,1,0,17,0,-,-,-,-,90,2,-,5.19,null
2012,Bundesliga,Wolfsburg,Diego Wolfsburg/29/AM(CLR) ,Diego (2012),27,Midfielder,173,73,32,32,32,0,2880,10,7,7,-,2.1,83.3,0.4,8,7.84,null
