Season Start Year,League,Team,Name,Age,POS,CM,KG,Apps Combined,Apps,Starts,Subs,Mins,Goal,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
2009,La Liga,Valencia,Joel,17,M ,181,72,1,1,1,0,90,-,-,-,-,-,75.9,-,-,6.63
2009,La Liga,Valencia,Lillo,22,D ,176,70,1,1,1,0,47,-,-,1,-,-,94.7,-,-,6.49
2009,La Liga,Valencia,Vicente,28,AM(L) ,175,72,5(6),11,5,6,502,-,1,1,-,0.9,84.8,0.2,-,6.49
2009,La Liga,Valencia,Hedwiges Maduro,24,D(C)^DM(C) ,185,79,12(6),18,12,6,1145,-,-,6,1,0.1,86.9,0.5,-,6.44
2009,La Liga,Valencia,Manuel Fernandes,23,M(C) ,176,75,8(7),15,8,7,797,-,-,3,1,0.6,88.9,0.1,-,6.36
2009,La Liga,Valencia,Alejandro Dom’nguez,28,AM(C)^FW ,175,71,4(9),13,4,9,453,-,2,2,-,1.2,73,-,-,6.33
2009,La Liga,Valencia,Miku,24,FW ,186,72,1(1),2,1,1,72,-,-,-,-,-,51.6,2,-,6.26
2009,La Liga,Valencia,M’chel106868,21,M(CR) ,181,72,0(3),3,0,3,270,-,-,-,-,-,100,-,-,6.11
2009,La Liga,Sevilla,Cala,19,D(C) ,180,76,5,5,5,0,450,3,-,1,-,1.8,76.6,2.2,1,7.66
2009,La Liga,Sevilla,Antonio Luna,18,D(L)^M(L) ,178,70,1,1,1,0,90,-,-,-,-,-,64.3,1,-,7.62
2009,La Liga,Sevilla,Lu’s Fabiano,28,FW ,183,81,18(5),23,18,5,1653,15,3,9,-,3.3,69.4,1.1,5,7.45
2009,La Liga,Sevilla,Diego Perotti,21,AM(CLR) ,179,70,22(6),28,22,6,1850,4,3,4,-,1.1,81.4,0.2,3,7.27
2009,La Liga,Sevilla,Ivica Dragutinovic,33,D(C) ,186,83,20,20,20,0,1794,2,1,7,-,0.2,79.9,1,-,7.23
2009,La Liga,Sevilla,Federico Fazio,22,D(C)^DM(C) ,195,85,10,10,10,0,828,1,-,-,-,0.7,76,2.5,2,7.22
2009,La Liga,Sevilla,Jesœs Navas,23,AM(CR) ,170,60,32(2),34,32,2,2833,4,9,4,-,2,78.1,0.3,2,7.21
2009,La Liga,Sevilla,Sergio S‡nchez,23,D(CR) ,185,76,6(1),7,6,1,558,-,1,3,-,0.3,76.9,1.6,-,7.14
2009,La Liga,Sevilla,Adriano13471,25,D(CLR)^M(LR) ,172,67,23(4),27,23,4,2085,-,5,6,-,0.9,71.6,0.6,1,7.13
2009,La Liga,Sevilla,Frederic Kanout_,32,AM(C)^FW ,192,82,20(7),27,20,7,1850,12,2,3,2,1.8,70,2.6,2,7.1
2009,La Liga,Sevilla,Renato,30,M(C) ,177,71,30(3),33,30,3,2613,4,3,2,-,0.8,80.5,1,1,7.08
2009,La Liga,Sevilla,Didier Zokora,28,DM(C) ,179,72,25(1),26,25,1,2271,-,1,10,1,0.5,82.3,0.9,-,7.03
2009,La Liga,Sevilla,Julien Escud_,30,D(C) ,183,79,24,24,24,0,2150,-,2,6,-,0.6,80.5,1.4,-,6.91
2009,La Liga,Sevilla,Abdoulay Konko,25,D(LR)^M(R) ,182,77,17(1),18,17,1,1456,1,-,2,1,0.6,75.7,0.9,-,6.9
2009,La Liga,Sevilla,çlvaro Negredo,24,FW ,186,87,25(10),35,25,10,2160,11,5,-,3,2.2,62,1.6,4,6.86
2009,La Liga,Sevilla,Marc Valiente,22,D(C) ,184,71,2(1),3,2,1,177,-,-,2,-,-,61,1,-,6.85
2009,La Liga,Sevilla,Andr_s Palop,36,GK ,184,75,33,33,33,0,2970,-,-,2,-,-,50.5,0.1,-,6.85
2009,La Liga,Sevilla,Fernando Navarro,27,D(CL) ,176,70,26(3),29,26,3,2281,-,2,11,-,0.2,76.8,0.9,-,6.77
2009,La Liga,Sevilla,S_bastien Squillaci,29,D(C) ,184,76,14(2),16,14,2,1261,1,1,5,-,0.6,77.9,1.3,1,6.72
2009,La Liga,Sevilla,Romaric,26,D(C)^M(CL) ,187,88,10(9),19,10,9,907,1,1,4,1,1,80.8,0.9,-,6.7
2009,La Liga,Sevilla,Diego Capel,21,AM(LR) ,173,67,14(15),29,14,15,1398,1,3,4,-,0.4,84.3,0.1,1,6.61
2009,La Liga,Sevilla,Marius Stankevicius,28,D(CR) ,190,83,14(2),16,14,2,1248,-,-,5,1,0.6,75.2,0.6,-,6.58
2009,La Liga,Sevilla,Rodri84026,19,AM(C)^FW ,174,64,0(2),2,0,2,11,1,-,1,-,1,80,-,-,6.46
2009,La Liga,Sevilla,Aldo Duscher,30,DM(C) ,174,72,7(3),10,7,3,644,-,-,3,1,0.7,79,0.9,-,6.44
2009,La Liga,Sevilla,Lolo19482,25,D(C)^DM(C) ,182,72,9(12),21,9,12,926,1,1,4,-,0.7,73.8,0.6,-,6.44
2009,La Liga,Sevilla,Javi Varas,27,GK ,182,73,5,5,5,0,450,-,-,-,-,-,41.7,-,-,6.36
2009,La Liga,Sevilla,Jos_ Carlos,22,M(LR) ,177,68,2(8),10,2,8,235,1,-,-,-,0.2,79.8,-,-,6.27
2009,La Liga,Sevilla,Enrique Carre–o,22,FW ,183,80,0(1),1,0,1,40,-,-,-,-,-,60,1,-,6.24
2009,La Liga,Sevilla,Arouna Kon_,25,AM(R)^FW ,182,78,3(9),12,3,9,370,-,-,1,-,0.7,72.8,0.7,-,6.15
2009,La Liga,Sevilla,Lautaro Acosta,21,AM(C)^FW ,168,68,1(5),6,1,5,191,-,-,-,-,0.5,86.4,-,-,6.13
2009,La Liga,Sevilla,Javier Chevant—n,29,FW ,178,70,0(1),1,0,1,11,-,-,-,-,1,40,-,-,5.98
2009,La Liga,Mallorca,Gonzalo Castro25945,25,AM(CLR) ,176,70,32(3),35,32,3,2874,6,8,6,-,2.1,74.7,0.2,3,7.42
2009,La Liga,Mallorca,Borja Valero,24,M(CLR) ,175,73,32(1),33,32,1,2889,5,8,10,-,1.1,77.3,0.4,3,7.33
2009,La Liga,Mallorca,Aritz Aduriz,28,FW ,182,78,33(1),34,33,1,2813,12,4,10,-,2.4,67.2,3.5,3,7.26
2009,La Liga,Mallorca,Julio çlvarez,28,AM(R) ,180,74,21(5),26,21,5,1748,6,5,1,-,0.8,80.5,0.4,4,7.26
2009,La Liga,Mallorca,Nunes,32,D(C) ,185,82,34,34,34,0,3060,4,1,11,1,0.6,75.3,1.4,2,7.2
2009,La Liga,Mallorca,Rub_n,27,D(C) ,187,75,16(3),19,16,3,1533,3,-,2,-,0.4,69.3,1.5,2,7.19
2009,La Liga,Mallorca,Iv‡n Ramis,25,D(C) ,188,82,26,26,26,0,2326,-,-,4,2,0.5,75.8,1.6,1,7.15
2009,La Liga,Mallorca,Felipe Mattioni,21,D(R) ,180,75,14(6),20,14,6,1341,1,-,2,-,0.8,77.1,0.6,-,7.13
2009,La Liga,Mallorca,Enrique Corrales,27,D(L) ,175,70,5(2),7,5,2,516,-,2,3,-,0.1,74.3,0.1,1,7.12
2009,La Liga,Mallorca,Germ‡n Lux,27,GK ,185,79,0(1),1,0,1,45,-,-,-,-,-,70.6,-,-,7.06
2009,La Liga,Mallorca,Mario Su‡rez,22,DM(C) ,188,80,27(7),34,27,7,2401,5,1,7,-,1.3,78.4,1.3,-,7.05
2009,La Liga,Mallorca,Dudu Aouate,32,GK ,188,84,38,38,38,0,3376,-,1,4,-,-,53.6,-,-,6.96
2009,La Liga,Mallorca,Tuni,27,AM(L) ,181,72,7(2),9,7,2,552,1,1,2,-,0.6,66.9,-,1,6.95
2009,La Liga,Mallorca,Mart’,34,DM(C) ,180,74,27(9),36,27,9,2589,1,2,8,-,0.8,77.6,0.7,-,6.85
2009,La Liga,Mallorca,Ayoze D’az,27,D(L) ,175,75,33,33,33,0,2938,-,1,7,-,0.5,65.1,0.4,-,6.83
2009,La Liga,Mallorca,Casadesœs,24,AM(C)^FW ,180,77,21(7),28,21,7,1608,4,5,2,-,1.4,73.2,0.9,1,6.77
2009,La Liga,Mallorca,Josemi,29,D(R) ,183,77,26(2),28,26,2,2304,-,1,4,1,0.4,61,0.9,-,6.7
2009,La Liga,Mallorca,Pierre Web—,27,FW ,181,78,12(19),31,12,19,1196,6,3,3,-,1.1,60.4,1.7,1,6.57
2009,La Liga,Mallorca,Fernando Varela,30,AM(R) ,181,78,10(5),15,10,5,836,-,-,6,-,1.7,69.6,0.5,-,6.55
2009,La Liga,Mallorca,Bruno China,27,M ,182,75,2(7),9,2,7,220,-,-,2,-,0.1,81,0.6,-,6.36
2009,La Liga,Mallorca,Alhassane Keita,26,FW ,169,68,2(21),23,2,21,439,3,-,1,-,0.7,70.7,-,-,6.2
2009,La Liga,Mallorca,Paulo Pezzolano,26,D ,187,78,1(11),12,1,11,227,-,-,-,-,0.1,70.2,0.3,-,6.17
2009,La Liga,Mallorca,Sergi Enrich,19,FW ,181,77,0(1),1,0,1,22,-,-,-,-,-,88.9,1,-,6.13
2009,La Liga,Mallorca,Tom‡s Pina,22,DM(C) ,184,75,0(1),1,0,1,9,-,-,-,-,1,71.4,-,-,6.06
2009,La Liga,Getafe,Pedro Le—n,22,AM(R) ,183,71,33(2),35,33,2,2791,8,9,9,1,2.4,75.9,0.7,4,7.44
2009,La Liga,Getafe,Rafa,24,D(C) ,179,72,27,27,27,0,2430,2,-,11,-,0.3,84.5,1.5,2,7.22
2009,La Liga,Getafe,Roberto Soldado,24,FW ,179,72,25(1),26,25,1,2273,16,2,11,-,3.5,71.4,0.7,6,7.18
2009,La Liga,Getafe,Cata D’az,30,D(C) ,182,74,30,30,30,0,2700,1,-,7,-,0.4,79.8,0.9,-,6.97
2009,La Liga,Getafe,Mario14215,27,D(C) ,178,75,12(1),13,12,1,1061,-,-,5,-,0.2,85,0.9,-,6.93
2009,La Liga,Getafe,Derek Boateng,26,DM(C) ,185,77,26(3),29,26,3,2257,-,-,8,1,0.6,81.9,1.3,-,6.92
2009,La Liga,Getafe,Manu del Moral,25,AM(CLR)^FW ,185,84,21(15),36,21,15,1959,8,4,3,-,2.3,75.8,0.4,2,6.9
2009,La Liga,Getafe,David Belenguer,36,D(C) ,180,74,7(6),13,7,6,679,-,-,3,-,0.2,86.3,0.4,-,6.9
2009,La Liga,Getafe,îscar Ustari,23,GK ,184,82,16,16,16,0,1440,-,-,1,-,-,54.1,0.2,1,6.87
2009,La Liga,Getafe,Jordi Codina,27,GK ,189,81,22,22,22,0,1980,-,-,-,-,-,51.6,0.3,-,6.86
2009,La Liga,Getafe,Miku,24,FW ,186,72,11(5),16,11,5,1052,5,2,2,-,1.3,79.7,0.7,2,6.83
2009,La Liga,Getafe,Adri‡n16672,21,M(CL) ,184,75,19(6),25,19,6,1663,1,5,3,-,1.8,78.4,0.7,-,6.77
2009,La Liga,Getafe,Daniel Parejo,20,M(C) ,180,75,16(12),28,16,12,1368,6,4,5,-,1.2,84.2,0.3,1,6.77
2009,La Liga,Getafe,Casquero,33,M(C) ,180,73,23(9),32,23,9,2145,5,1,9,-,1.7,84.1,0.4,-,6.76
2009,La Liga,Getafe,Fabio Celestini,33,DM(C) ,183,69,22(2),24,22,2,1951,-,-,7,-,0.5,84.5,0.2,-,6.72
2009,La Liga,Getafe,Alb’n,23,AM(CL) ,179,77,12(11),23,12,11,1224,3,-,3,-,1.7,73.4,1,1,6.71
2009,La Liga,Getafe,Miguel Torres,23,D(CLR) ,184,74,22(4),26,22,4,2110,-,1,5,1,0.3,80,0.8,1,6.69
2009,La Liga,Getafe,Man_,27,D(L) ,175,68,35,35,35,0,3065,1,-,10,-,0.3,78.9,0.2,-,6.66
2009,La Liga,Getafe,David Cort_s,30,D(R) ,181,74,19(1),20,19,1,1597,-,1,3,1,0.1,77.5,0.3,-,6.62
2009,La Liga,Getafe,Jaime Gavil‡n,24,AM(CL) ,177,73,16(11),27,16,11,1355,-,5,1,-,0.9,76.5,0.3,-,6.58
2009,La Liga,Getafe,Pedro R’os,27,AM(CLR) ,175,72,4(14),18,4,14,593,1,-,2,-,0.5,75.6,0.3,-,6.49
2009,La Liga,Getafe,Alberto Escassi,20,M ,184,73,0(1),1,0,1,8,-,-,-,-,-,100,-,-,6.18
2009,La Liga,Getafe,Kepa,25,FW ,185,82,0(5),5,0,5,39,-,-,-,-,0.4,66.7,0.4,-,6.17
2009,La Liga,Getafe,Cosmin Contra,33,D ,179,74,0(3),3,0,3,32,-,-,1,-,-,73.3,0.3,-,6.07
2009,La Liga,Villarreal,Diego God’n,23,D(C) ,186,78,36,36,36,0,3185,3,2,8,1,0.5,71.8,1.9,6,7.23
2009,La Liga,Villarreal,Bruno14231,25,M(C) ,179,70,31(2),33,31,2,2803,-,3,10,-,0.2,84.5,1.1,-,7.11
2009,La Liga,Villarreal,Marcos Senna,33,DM(C) ,177,76,26(4),30,26,4,2210,1,2,5,-,1.4,80.1,1.3,-,7.09
2009,La Liga,Villarreal,Giuseppe Rossi,22,AM(L)^FW ,173,72,27(7),34,27,7,2344,10,3,3,-,2.5,80.6,0.3,2,7.07
2009,La Liga,Villarreal,Nilmar,25,AM(R)^FW ,180,73,28(5),33,28,5,2484,11,4,1,-,1.9,75.8,0.4,3,7.05
2009,La Liga,Villarreal,Santiago Cazorla,24,M(CLR) ,168,66,16(8),24,16,8,1494,5,2,4,-,1.5,80.4,0.3,1,6.99
2009,La Liga,Villarreal,Joan Capdevila,31,D(L) ,182,78,37,37,37,0,3330,5,3,5,1,0.9,76.1,0.9,1,6.98
2009,La Liga,Villarreal,çngel4674,28,D(R) ,180,71,22(2),24,22,2,1986,1,1,7,1,0.2,76.7,0.5,2,6.95
2009,La Liga,Villarreal,Javi Venta,33,D(R) ,180,74,16(2),18,16,2,1415,-,-,4,-,0.2,74.4,0.2,1,6.89
2009,La Liga,Villarreal,Gonzalo Rodr’guez,25,D(C) ,182,79,19(2),21,19,2,1747,-,-,2,3,0.2,77.3,1.1,-,6.86
2009,La Liga,Villarreal,Cani,28,AM(CLR) ,180,75,27(8),35,27,8,2257,2,4,4,1,0.7,75.4,0.1,2,6.83
2009,La Liga,Villarreal,Marcano,22,D(CL) ,189,77,15(1),16,15,1,1325,1,1,4,1,0.3,71.4,1.8,-,6.8
2009,La Liga,Villarreal,Joseba Llorente,29,FW ,184,72,20(9),29,20,9,1803,9,2,8,1,1.9,74.3,0.6,1,6.77
2009,La Liga,Villarreal,Ariel Ibagaza,33,AM(C) ,166,65,14(10),24,14,10,1275,2,5,5,-,0.7,76.7,-,-,6.74
2009,La Liga,Villarreal,Dami‡n Escudero,22,AM(CL) ,176,74,3(9),12,3,9,347,1,4,-,-,1.4,81.4,0.1,-,6.73
2009,La Liga,Villarreal,Diego L—pez,27,GK ,196,88,38,38,38,0,3420,-,-,3,-,-,40.2,0.1,-,6.7
2009,La Liga,Villarreal,Robert Pires,35,M(L) ,187,80,13(15),28,13,15,1289,4,1,4,-,0.9,81.8,0.3,1,6.63
2009,La Liga,Villarreal,Mateo Musacchio,19,D(C) ,180,73,5(2),7,5,2,477,-,-,-,1,0.3,70.7,0.7,-,6.63
2009,La Liga,Villarreal,David Fuster,27,AM(CLR) ,178,71,11(11),22,11,11,1128,3,2,6,-,1.2,68.7,0.7,1,6.56
2009,La Liga,Villarreal,Sebasti‡n Eguren,28,DM(C) ,186,84,9(5),14,9,5,854,-,1,4,-,0.4,70.2,1.3,-,6.5
2009,La Liga,Villarreal,Javier Matilla,21,DM(C) ,176,72,2,2,2,0,167,-,-,-,-,0.5,86.9,-,-,6.31
2009,La Liga,Villarreal,Marco Ruben,23,FW ,179,72,1(3),4,1,3,116,-,-,-,-,0.5,72.7,1,-,6.13
2009,La Liga,Villarreal,Marcos Gull—n,20,DM(C) ,185,79,0(1),1,0,1,3,-,-,-,-,-,33.3,1,-,6.1
2009,La Liga,Villarreal,Jonathan Pereira,22,AM(L)^FW ,166,61,0(6),6,0,6,126,-,-,2,-,0.3,68.8,-,-,6.08
2009,La Liga,Villarreal,Kiko Olivas,21,D ,189,83,2,2,2,0,180,-,-,-,1,0.5,68.6,0.5,-,5.89
2009,La Liga,Athletic Club,Javi Mart’nez14091,21,D(C)^M(C) ,190,81,34,34,34,0,3007,6,1,9,1,1.6,75.6,2.3,5,7.71
2009,La Liga,Athletic Club,Ribeiro De Aguilar Armando,38,GK ,0,0,1,1,1,0,90,-,-,-,-,-,60,-,-,7.61
2009,La Liga,Athletic Club,Fernando Llorente,24,FW ,195,90,35(2),37,35,2,2888,14,5,-,-,3.1,61.1,4.1,5,7.35
2009,La Liga,Athletic Club,Xabier Etxeita,21,D(C) ,185,80,1(2),3,1,2,199,-,-,1,-,0.3,62.7,2,-,7.26
2009,La Liga,Athletic Club,Ion V_lez,24,FW ,183,74,1(1),2,1,1,114,-,-,1,-,1,80,1.5,-,7.18
2009,La Liga,Athletic Club,Gaizka Toquero,25,AM(CR)^FW ,182,78,26(5),31,26,5,2237,8,4,6,-,1.9,56.5,2.1,2,7.18
2009,La Liga,Athletic Club,Ustaritz,26,D(C) ,183,77,15,15,15,0,1321,1,-,2,2,0.1,66.9,1.2,-,7.03
2009,La Liga,Athletic Club,Markel Susaeta,21,AM(CLR) ,179,67,23(12),35,23,12,2361,4,4,7,-,1.8,76.1,0.3,1,7.03
2009,La Liga,Athletic Club,Gorka Iraizoz,28,GK ,191,87,37,37,37,0,3330,-,-,4,-,-,55.1,-,2,6.93
2009,La Liga,Athletic Club,Xabier Castillo,23,D(L) ,184,75,18(1),19,18,1,1597,-,1,4,-,0.2,68.7,0.8,-,6.91
2009,La Liga,Athletic Club,Igor Gabilondo,30,AM(L) ,185,78,16(10),26,16,10,1348,3,5,1,-,1,70.1,1,-,6.91
2009,La Liga,Athletic Club,Andoni Iraola,27,D(R) ,182,75,37,37,37,0,3223,2,1,7,-,0.5,73,0.4,-,6.88
2009,La Liga,Athletic Club,Francisco Navarro Yeste,29,AM(L) ,184,70,13(9),22,13,9,1150,2,3,5,-,0.5,76.3,0.2,1,6.88
2009,La Liga,Athletic Club,Mikel San Jos_,20,D(C)^DM(C) ,186,77,24(1),25,24,1,2161,1,-,8,-,0.5,74.1,0.9,-,6.88
2009,La Liga,Athletic Club,Koikili,28,D(L) ,168,68,20(1),21,20,1,1745,-,2,5,1,0.6,65.8,0.6,-,6.85
2009,La Liga,Athletic Club,Iker Muniain,16,AM(CLR) ,169,63,4(22),26,4,22,853,4,3,2,-,0.6,83.1,0.1,1,6.74
2009,La Liga,Athletic Club,Carlos Gurpegi,29,D(C)^M(CR) ,181,75,30(4),34,30,4,2505,1,1,3,2,0.7,73.1,1.5,1,6.73
2009,La Liga,Athletic Club,Aitor Ocio,32,D(C) ,187,80,3,3,3,0,270,-,-,2,-,-,81.5,0.7,-,6.73
2009,La Liga,Athletic Club,Pablo Orbaiz,30,DM(C) ,179,75,17(3),20,17,3,1432,1,2,5,2,0.7,72.5,0.7,-,6.73
2009,La Liga,Athletic Club,Fernando Amorebieta,24,D(CL) ,192,85,34,34,34,0,3060,-,-,13,2,0.1,74.9,1.1,1,6.69
2009,La Liga,Athletic Club,Ander Iturraspe,20,DM(C) ,187,74,11(4),15,11,4,889,-,-,4,-,0.3,79.2,0.8,-,6.68
2009,La Liga,Athletic Club,îscar De Marcos,20,D(LR)^M(CLR) ,180,76,9(10),19,9,10,908,1,-,1,-,1.2,72.3,0.6,-,6.52
2009,La Liga,Athletic Club,David L—pez9433,27,AM(CLR) ,181,75,7(10),17,7,10,644,-,3,1,-,0.7,70.6,0.1,-,6.5
2009,La Liga,Athletic Club,Etxeberria,32,FW ,178,74,2(5),7,2,5,268,-,1,-,-,0.6,71.8,0.1,-,6.32
2009,La Liga,Athletic Club,Eneko B—veda,20,D(R) ,181,77,0(1),1,0,1,32,-,-,1,-,1,80,1,-,6.27
2009,La Liga,Athletic Club,I–igo P_rez,21,D(L)^DM(C) ,178,74,0(3),3,0,3,42,-,-,-,-,1,46.2,0.3,-,6.19
2009,La Liga,Athletic Club,Inaki Munoz,31,M ,182,79,0(1),1,0,1,29,-,-,-,-,1,90.9,1,-,6.11
2009,La Liga,Athletic Club,I–igo D’az de Cerio,25,FW ,180,73,0(5),5,0,5,92,-,-,-,-,0.2,55,-,-,6.1
2009,La Liga,Athletic Club,Isaac Aketxe,21,FW ,180,72,0(1),1,0,1,10,-,-,-,-,-,50,1,-,6.09
2009,La Liga,Atletico Madrid,Sergio AgŸero,21,AM(CL)^FW ,173,70,24(7),31,24,7,2215,12,4,6,-,2.8,77.3,0.1,3,7.25
2009,La Liga,Atletico Madrid,Diego Forl‡n,30,AM(L)^FW ,180,75,30(3),33,30,3,2590,18,6,1,-,3.8,68.1,0.3,2,7.2
2009,La Liga,Atletico Madrid,Tiago,28,M(C) ,183,71,16(2),18,16,2,1454,2,-,7,-,0.9,80.7,1.7,2,7.11
2009,La Liga,Atletico Madrid,Reyes,26,AM(CLR) ,176,72,19(11),30,19,11,1758,2,5,3,1,1.8,67.7,0.8,1,7.07
2009,La Liga,Atletico Madrid,Sergio Asenjo,20,GK ,182,84,15,15,15,0,1276,-,-,-,-,-,34.3,0.1,1,6.98
2009,La Liga,Atletico Madrid,Juanito2336,33,D(C) ,183,76,15(2),17,15,2,1444,2,-,6,-,0.5,73.9,1.8,-,6.95
2009,La Liga,Atletico Madrid,Paulo Assunç‹o,29,DM(C) ,173,70,29(1),30,29,1,2525,1,1,10,1,0.3,81.9,0.7,1,6.95
2009,La Liga,Atletico Madrid,Antonio L—pez,28,D(L) ,173,65,29(2),31,29,2,2589,2,1,6,-,0.5,73.8,1.1,2,6.95
2009,La Liga,Atletico Madrid,Sim‹o,29,AM(CLR) ,170,64,30(4),34,30,4,2494,2,3,6,1,1,79.1,0.4,1,6.94
2009,La Liga,Atletico Madrid,Jos_ Manuel Jurado,23,AM(CLR) ,176,72,29(9),38,29,9,2703,7,4,1,-,1.8,82.4,0.3,2,6.92
2009,La Liga,Atletico Madrid,Mariano Pern’a,32,D ,178,79,1,1,1,0,90,-,-,-,-,1,65.1,-,-,6.8
2009,La Liga,Atletico Madrid,David de Gea,18,GK ,192,76,19,19,19,0,1710,-,-,1,-,-,38.4,0.1,-,6.76
2009,La Liga,Atletico Madrid,Luis Perea,30,D(CR) ,180,76,27(1),28,27,1,2475,-,1,7,-,-,70.9,1.5,-,6.75
2009,La Liga,Atletico Madrid,Cl_ber Santana,28,M(C) ,187,85,8(6),14,8,6,828,1,1,3,1,1.8,86.5,0.6,-,6.74
2009,La Liga,Atletico Madrid,Tomas Ujfalusi,31,D(CR) ,185,76,26(1),27,26,1,2374,-,2,6,1,0.4,75.4,1.1,-,6.73
2009,La Liga,Atletico Madrid,Eduardo Salvio,19,AM(R) ,173,71,5(8),13,5,8,563,2,1,2,-,1.1,72.3,0.1,1,6.7
2009,La Liga,Atletico Madrid,Raœl Garc’a11386,23,M(CLR)^FW ,184,81,12(8),20,12,8,1081,-,2,3,1,0.7,69,1,-,6.68
2009,La Liga,Atletico Madrid,Maxi Rodr’guez,28,AM(CLR) ,180,75,9(5),14,9,5,773,2,-,2,-,1.6,80.9,0.4,-,6.65
2009,La Liga,Atletico Madrid,Juan Valera,24,D(R) ,184,76,19(4),23,19,4,1622,-,3,2,-,0.5,76.3,1.1,-,6.65
2009,La Liga,Atletico Madrid,çlvaro Dom’nguez,20,D(CL) ,189,83,26,26,26,0,2234,-,-,8,1,0.3,72.4,1.5,-,6.6
2009,La Liga,Atletico Madrid,Roberto19442,23,GK ,192,76,3,3,3,0,270,-,-,-,-,-,40.3,-,-,6.59
2009,La Liga,Atletico Madrid,Pablo Ib‡–ez,28,D(C) ,192,80,6(1),7,6,1,544,-,-,2,-,-,75,1.1,-,6.5
2009,La Liga,Atletico Madrid,Leandro Cabrera,18,D ,187,81,4,4,4,0,360,-,-,1,-,0.5,62,0.5,-,6.49
2009,La Liga,Atletico Madrid,Ignacio Camacho,19,DM(C) ,182,75,6(6),12,6,6,530,-,1,2,-,0.4,79.8,0.3,-,6.44
2009,La Liga,Atletico Madrid,Florent Sinama-Pongolle,25,FW ,176,70,3(7),10,3,7,303,-,-,-,-,0.5,70,1,-,6.4
2009,La Liga,Atletico Madrid,Ibrahima Bald_,20,AM(LR)^FW ,188,72,5(13),18,5,13,503,3,-,1,-,0.8,65.3,0.8,-,6.36
2009,La Liga,Atletico Madrid,Keko,17,AM(R) ,177,72,0(1),1,0,1,27,-,-,-,-,-,100,-,-,6.36
2009,La Liga,Atletico Madrid,Koke,17,M(CLR) ,178,74,1(3),4,1,3,126,-,-,-,-,0.3,85.5,-,-,6.19
2009,La Liga,Atletico Madrid,Rub_n P_rez,20,DM(C) ,178,72,0(1),1,0,1,11,-,-,-,-,-,77.8,-,-,6.18
2009,La Liga,Atletico Madrid,Joel Robles,19,GK ,195,90,1(1),2,1,1,167,-,-,-,-,-,33.3,-,-,6.17
2009,La Liga,Atletico Madrid,Jorge Molino,21,FW ,182,77,0(1),1,0,1,4,-,-,-,-,-,75,-,-,6.03
2009,La Liga,Atletico Madrid,Borja Bast—n,17,FW ,191,82,0(1),1,0,1,90,-,-,-,-,-,80,-,-,5.93
2009,La Liga,Atletico Madrid,John Heitinga,25,D(CR)^DM(C) ,182,72,1,1,1,0,90,-,-,1,-,2,65.9,-,-,5.86
2009,La Liga,Deportivo La Coruna,Filipe Luis,24,D(L) ,188,77,20(1),21,20,1,1787,3,1,-,-,0.7,78.8,0.1,3,7.38
2009,La Liga,Deportivo La Coruna,Diego Colotto,28,D(C) ,184,83,30,30,30,0,2700,3,-,5,-,0.8,72.9,1.2,1,7
2009,La Liga,Deportivo La Coruna,Alberto Lopo,29,D(C) ,186,82,34,34,34,0,3060,1,1,6,1,0.6,77.9,1.3,1,6.96
2009,La Liga,Deportivo La Coruna,Manu,23,GK ,182,77,2(1),3,2,1,257,-,-,-,-,-,42.5,-,-,6.94
2009,La Liga,Deportivo La Coruna,Andr_s Guardado,23,D(L)^M(CL) ,169,67,23(3),26,23,3,2022,3,5,1,-,1.3,81,0.4,3,6.92
2009,La Liga,Deportivo La Coruna,Daniel Aranzubia,30,GK ,184,80,36,36,36,0,3240,-,1,2,1,-,42.8,0.1,2,6.86
2009,La Liga,Deportivo La Coruna,Manuel Pablo,33,D(LR) ,177,73,33,33,33,0,2970,-,-,5,-,0.1,76.1,0.5,-,6.83
2009,La Liga,Deportivo La Coruna,Juan Rodr’guez,27,M(CR) ,185,72,34(1),35,34,1,3061,3,2,9,-,1.3,73.9,2.6,2,6.83
2009,La Liga,Deportivo La Coruna,Juca,29,DM(C) ,179,73,14(2),16,14,2,1133,3,2,4,-,1.2,84.8,0.6,1,6.82
2009,La Liga,Deportivo La Coruna,Riki,29,AM(R)^FW ,187,89,18(8),26,18,8,1580,8,1,3,1,2.3,77.8,0.7,-,6.78
2009,La Liga,Deportivo La Coruna,Raœl Garc’a83784,20,D(L) ,179,71,4(1),5,4,1,345,-,-,1,-,-,67.6,-,-,6.74
2009,La Liga,Deportivo La Coruna,David Rochela,19,D ,180,77,3(1),4,3,1,315,-,-,-,-,-,83.2,1,-,6.73
2009,La Liga,Deportivo La Coruna,Sergio2185,32,DM(C) ,182,81,21(3),24,21,3,1895,-,1,1,1,0.8,80.8,0.3,-,6.71
2009,La Liga,Deportivo La Coruna,Laure,24,D(LR) ,171,64,19(1),20,19,1,1718,-,1,5,-,0.2,75.7,0.8,-,6.59
2009,La Liga,Deportivo La Coruna,Juan Carlos Valer—n,34,AM(C) ,180,72,12(12),24,12,12,1238,1,5,-,-,0.3,83.3,0.3,-,6.58
2009,La Liga,Deportivo La Coruna,Antonio Tom‡s,24,DM(C) ,176,75,28(2),30,28,2,2460,-,-,7,1,0.5,83,0.3,-,6.56
