Season Start Year,League,Team,Info,Name,Age,POS,CM,KG,Apps Combined,Apps,Starts,Subs,Mins,Goal,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
2012,La Liga,Getafe,Juan Valera Getafe/29/D(R) ,Juan Valera,27,D(R) ,184,76,30,30,30,0,2594,2,-,8,-,0.5,69.9,3.6,-,6.88
2012,La Liga,Getafe,Borja Getafe/33/M(C) ,Borja,31,M(C) ,185,73,14(2),16,14,2,1141,1,1,8,1,0.3,72.1,1.9,-,6.82
2012,La Liga,Getafe,Alexis Getafe/29/D(CL) ,Alexis,27,D(CL) ,183,75,25(1),26,25,1,2259,3,-,11,2,0.4,75.9,1.8,1,6.8
2012,La Liga,Getafe,Miguel Torres Getafe/28/D(CLR) ,Miguel Torres,26,D(CLR) ,184,74,20(1),21,20,1,1740,-,-,6,-,0.1,73.2,1.7,1,6.77
2012,La Liga,Getafe,Adrián Colunga Getafe/29/AM(L)^FW ,Adrián Colunga,27,AM(L)^FW ,169,64,15(7),22,15,7,1286,6,6,4,-,2,64.3,0.4,2,6.77
2012,La Liga,Getafe,David Abraham Getafe/28/D(C) ,David Abraham,26,D(C) ,188,85,9,9,9,0,772,-,-,1,-,0.6,75.8,2.4,-,6.76
2012,La Liga,Getafe,Alberto Lopo Getafe/34/D(C) ,Alberto Lopo,32,D(C) ,186,82,17(4),21,17,4,1671,1,1,9,-,0.4,74.6,2,1,6.75
2012,La Liga,Getafe,Mané Getafe/32/D(L) ,Mané,30,D(L) ,175,68,12(1),13,12,1,1017,1,2,1,-,0.7,76.2,0.5,-,6.74
2012,La Liga,Getafe,Míchel Getafe/28/DM(C) ,Míchel26632,26,DM(C) ,183,72,13(4),17,13,4,1094,-,-,9,1,0.4,76.1,1.6,-,6.7
2012,La Liga,Getafe,Diego Castro Getafe/32/AM(CLR) ,Diego Castro,30,AM(CLR) ,174,70,30(4),34,30,4,2645,7,3,10,1,1.6,76.7,0.4,-,6.65
2012,La Liga,Getafe,Xavi Torres Getafe/27/DM(C) ,Xavi Torres,25,DM(C) ,184,82,32(3),35,32,3,2832,-,2,7,-,0.7,80.2,0.8,-,6.62
2012,La Liga,Getafe,Ángel Lafita Getafe/30/AM(CLR)^FW ,Ángel Lafita,28,AM(CLR)^FW ,187,73,17(9),26,17,9,1707,2,-,5,-,1.8,69,1.7,-,6.59
2012,La Liga,Getafe,Mehdi Lacen Getafe/30/M(C) ,Mehdi Lacen,28,M(C) ,176,70,10(10),20,10,10,931,-,-,2,-,0.5,75.2,0.8,-,6.48
2012,La Liga,Getafe,Miku Getafe/29/FW ,Miku,27,FW ,186,72,2,2,2,0,161,-,-,-,-,2,72.4,-,-,6.46
2012,La Liga,Getafe,Paco Alcácer Getafe/21/FW ,Paco Alcácer,19,FW ,183,74,6(14),20,6,14,687,3,1,-,-,1,70.8,0.6,-,6.36
2012,La Liga,Getafe,Hugo Fraile Getafe/27/FW ,Hugo Fraile,25,FW ,176,73,0(3),3,0,3,71,-,-,-,-,0.3,84.2,-,-,6.32
2012,La Liga,Getafe,Pablo Sarabia Getafe/22/AM(CLR) ,Pablo Sarabia,20,AM(CLR) ,176,70,3(10),13,3,10,419,1,-,2,-,1,65.1,0.4,-,6.3
2012,La Liga,Getafe,Jaime Gavilán Getafe/29/AM(CL) ,Jaime Gavilán,27,AM(CL) ,177,73,10(12),22,10,12,903,-,2,4,-,0.5,76.4,0.3,-,6.3
2012,La Liga,Getafe,Álvaro Vázquez Getafe/23/FW ,Álvaro Vázquez,21,FW ,182,71,14(15),29,14,15,1332,4,-,2,-,1,73.4,0.3,-,6.28
2012,La Liga,Levante,Keylor Navas Levante/27/GK ,Keylor Navas,25,GK ,185,78,9,9,9,0,810,-,-,-,-,-,41.2,1.1,3,7.24
2012,La Liga,Levante,Vicente Iborra Levante/26/DM(C) ,Vicente Iborra,24,DM(C) ,195,88,35,35,35,0,3074,4,-,12,1,1,74,2.4,2,7.06
2012,La Liga,Levante,Juanfran Levante/38/D(CL) ,Juanfran1324,36,D(CL) ,183,78,28(1),29,28,1,2516,-,3,8,-,0.4,63.1,1.5,2,7.02
2012,La Liga,Levante,Simao Levante/26/DM(C) ,Simao,24,DM(C) ,178,76,2(2),4,2,2,253,-,-,1,-,0.3,81.9,2.3,-,6.94
2012,La Liga,Levante,Pape Diop Levante/28/DM(C) ,Pape Diop,26,DM(C) ,180,73,32,32,32,0,2571,-,-,10,1,0.7,71.2,1.5,-,6.93
2012,La Liga,Levante,Pedro López Levante/30/D(R)^M(R) ,Pedro López10067,28,D(R)^M(R) ,174,72,16(1),17,16,1,1485,-,1,8,2,0.2,73.6,0.6,-,6.82
2012,La Liga,Levante,Gustavo Munúa Levante/36/GK ,Gustavo Munúa,34,GK ,188,87,29,29,29,0,2610,-,1,3,-,-,34.8,0.3,1,6.81
2012,La Liga,Levante,Loukas Vyntra Levante/33/D(CR) ,Loukas Vyntra,31,D(CR) ,184,80,15,15,15,0,1350,-,-,4,-,0.3,72.7,1.1,-,6.81
2012,La Liga,Levante,Dariusz Dudka Levante/30/D(CLR)^DM(C) ,Dariusz Dudka,28,D(CLR)^DM(C) ,182,71,1(2),3,1,2,123,-,-,-,-,-,78.1,1.3,-,6.81
2012,La Liga,Levante,David Navarro Levante/34/D(C) ,David Navarro,32,D(C) ,188,82,35,35,35,0,3140,1,2,8,1,0.4,74.8,1.9,-,6.79
2012,La Liga,Levante,Míchel Levante/26/M(CR) ,Míchel106868,24,M(CR) ,181,72,20(17),37,20,17,1951,4,6,6,-,0.9,74.7,0.6,-,6.78
2012,La Liga,Levante,Obafemi Martins Levante/30/FW ,Obafemi Martins,28,FW ,171,70,18(3),21,18,3,1714,7,2,6,-,1.6,76.5,1.7,2,6.76
2012,La Liga,Levante,Héctor Rodas Levante/26/D(C) ,Héctor Rodas,24,D(C) ,190,80,5(5),10,5,5,581,-,-,2,-,-,72.6,1.3,-,6.76
2012,La Liga,Levante,Rubén García Levante/21/AM(CLR) ,Rubén García,19,AM(CLR) ,171,72,21(10),31,21,10,1861,4,3,4,-,1,69.6,0.2,1,6.68
2012,La Liga,Levante,Nikos Karabelas Levante/29/D(L) ,Nikos Karabelas,27,D(L) ,179,77,7(2),9,7,2,655,-,1,-,1,0.3,66.9,0.4,-,6.68
2012,La Liga,Levante,Barkero Levante/35/M(CL) ,Barkero,33,M(CL) ,180,71,25(3),28,25,3,2193,5,1,5,-,2,65.4,1.5,2,6.65
2012,La Liga,Levante,Ballesteros Levante/39/D(C) ,Ballesteros,37,D(C) ,188,93,26,26,26,0,2284,-,1,10,-,0.2,64.4,1,-,6.6
2012,La Liga,Levante,Pedro Ríos Levante/32/AM(CLR) ,Pedro Ríos,30,AM(CLR) ,175,72,16(10),26,16,10,1450,2,1,4,-,1,64,1,-,6.59
2012,La Liga,Levante,Chris Levante/30/D(R) ,Chris5954,28,D(R) ,180,80,20(1),21,20,1,1775,2,-,2,1,0.4,71.5,0.5,-,6.55
2012,La Liga,Levante,Nabil El Zhar Levante/28/AM(CLR) ,Nabil El Zhar,26,AM(CLR) ,175,66,21(10),31,21,10,1700,2,1,5,-,1.1,72.1,0.4,1,6.54
2012,La Liga,Levante,Juanlu Levante/34/AM(L) ,Juanlu,32,AM(L) ,173,70,14(11),25,14,11,1254,2,-,6,-,1,66.1,0.2,-,6.48
2012,La Liga,Levante,Robert Acquafresca Levante/27/FW ,Robert Acquafresca,25,FW ,184,67,12(1),13,12,1,962,3,-,1,-,1.9,75.9,0.9,-,6.41
2012,La Liga,Levante,Valdo Levante/33/M(CR) ,Valdo,31,M(CR) ,184,78,6(7),13,6,7,656,-,1,2,-,0.7,71.1,1.2,-,6.25
2012,La Liga,Levante,Theofanis Gekas Levante/34/FW ,Theofanis Gekas,32,FW ,179,76,2(2),4,2,2,235,-,1,-,-,-,66.7,0.8,-,6.18
2012,La Liga,Levante,Ángel Levante/27/FW ,Ángel22325,25,FW ,172,64,2(8),10,2,8,283,1,1,-,-,0.8,79.2,0.5,-,6.18
2012,La Liga,Levante,Roger Levante/23/FW ,Roger,21,FW ,179,74,2(13),15,2,13,315,1,-,1,-,0.8,70.7,0.3,-,6.17
2012,La Liga,Levante,Miguel Pallardó Levante/28/DM(C) ,Miguel Pallardó,26,DM(C) ,173,73,0(5),5,0,5,59,-,-,-,-,-,70.4,0.2,-,6.16
2012,La Liga,Athletic Club,Markel Susaeta Athletic Club/26/AM(CLR) ,Markel Susaeta,24,AM(CLR) ,179,67,36,36,36,0,3092,7,7,7,1,1.7,78.5,0.4,3,7.17
2012,La Liga,Athletic Club,Ander Herrera Athletic Club/25/M(CLR) ,Ander Herrera,23,M(CLR) ,182,70,29,29,29,0,2477,1,2,10,2,1.9,80.9,0.7,2,7.11
2012,La Liga,Athletic Club,Gorka Iraizoz Athletic Club/33/GK ,Gorka Iraizoz,31,GK ,191,87,35,35,35,0,3150,-,-,4,-,-,64.7,0.5,1,7.02
2012,La Liga,Athletic Club,Mikel San José Athletic Club/25/D(C)^DM(C) ,Mikel San José,23,D(C)^DM(C) ,186,77,23(11),34,23,11,2230,5,-,8,-,0.5,78.5,2.2,3,6.97
2012,La Liga,Athletic Club,Aymeric Laporte Athletic Club/20/D(CL) ,Aymeric Laporte,18,D(CL) ,189,85,14(1),15,14,1,1261,-,-,5,2,0.4,83.7,1.3,1,6.97
2012,La Liga,Athletic Club,Fernando Amorebieta Athletic Club/29/D(CL) ,Fernando Amorebieta,27,D(CL) ,192,85,10(1),11,10,1,908,-,-,4,1,0.6,78.8,2.8,-,6.94
2012,La Liga,Athletic Club,Carlos Gurpegi Athletic Club/34/D(C)^M(CR) ,Carlos Gurpegi,32,D(C)^M(CR) ,181,75,24(3),27,24,3,2051,1,-,14,-,0.2,85.9,2.1,-,6.91
2012,La Liga,Athletic Club,Aritz Aduriz Athletic Club/33/FW ,Aritz Aduriz,31,FW ,182,78,33(3),36,33,3,2688,14,6,11,1,2.3,72.5,2.6,2,6.9
2012,La Liga,Athletic Club,Iñigo Pérez Athletic Club/26/D(L)^DM(C) ,Iñigo Pérez,24,D(L)^DM(C) ,178,74,5,5,5,0,401,-,1,2,-,0.6,76.9,0.8,-,6.86
2012,La Liga,Athletic Club,Borja Ekiza Athletic Club/26/D(C) ,Borja Ekiza,24,D(C) ,180,73,23(1),24,23,1,2062,-,-,3,-,0.1,88.5,1.3,-,6.85
2012,La Liga,Athletic Club,Óscar De Marcos Athletic Club/25/D(LR)^M(CLR) ,Óscar De Marcos,23,D(LR)^M(CLR) ,180,76,36,36,36,0,3147,6,3,14,-,1.7,77.8,1,-,6.8
2012,La Liga,Athletic Club,Ibai Gómez Athletic Club/24/AM(L) ,Ibai Gómez,22,AM(L) ,177,72,17(18),35,17,18,1954,4,8,1,-,1.8,73.1,0.2,2,6.77
2012,La Liga,Athletic Club,Ander Iturraspe Athletic Club/25/DM(C) ,Ander Iturraspe,23,DM(C) ,187,74,27(3),30,27,3,2267,-,1,12,1,0.4,81,2.3,1,6.73
2012,La Liga,Athletic Club,Andoni Iraola Athletic Club/32/D(R) ,Andoni Iraola,30,D(R) ,182,75,34(1),35,34,1,3063,-,3,5,-,0.3,79.8,0.8,-,6.7
2012,La Liga,Athletic Club,Jon Aurtenetxe Athletic Club/22/D(CL) ,Jon Aurtenetxe,20,D(CL) ,182,82,24(3),27,24,3,2036,1,3,2,-,0.4,74.7,1.6,1,6.7
2012,La Liga,Athletic Club,Iker Muniain Athletic Club/21/AM(CLR) ,Iker Muniain,19,AM(CLR) ,169,63,27(6),33,27,6,2254,1,1,7,1,0.8,81.3,0.2,-,6.67
2012,La Liga,Athletic Club,Xabier Castillo Athletic Club/28/D(L) ,Xabier Castillo,26,D(L) ,184,75,3(4),7,3,4,299,-,-,-,-,0.4,68.7,1.1,-,6.58
2012,La Liga,Athletic Club,Ruiz de Galarreta Athletic Club/21/M ,Ruiz de Galarreta,19,M ,174,66,0(3),3,0,3,140,-,1,-,-,0.7,84.2,0.3,-,6.56
2012,La Liga,Athletic Club,Raúl Fernández Athletic Club/26/GK ,Raúl Fernández,24,GK ,196,88,3,3,3,0,270,-,-,-,-,-,68,-,-,6.55
2012,La Liga,Athletic Club,Fernando Llorente Athletic Club/29/FW ,Fernando Llorente,27,FW ,195,90,4(22),26,4,22,870,4,1,2,-,1.4,70.4,1.5,1,6.49
2012,La Liga,Athletic Club,Jonás Ramalho Athletic Club/21/D(R) ,Jonás Ramalho,19,D(R) ,181,68,4(2),6,4,2,350,-,-,-,-,0.3,78.5,0.3,-,6.45
2012,La Liga,Athletic Club,Isma López Athletic Club/24/AM(L) ,Isma López,22,AM(L) ,180,76,6(2),8,6,2,483,-,-,-,-,0.3,76.4,0.3,-,6.37
2012,La Liga,Athletic Club,Erik Morán Athletic Club/23/DM(C) ,Erik Morán,21,DM(C) ,187,74,0(1),1,0,1,9,-,-,-,-,-,90,-,-,6.18
2012,La Liga,Athletic Club,Igor Martínez Athletic Club/25/AM(C) ,Igor Martínez,23,AM(C) ,170,65,0(3),3,0,3,107,-,-,1,-,0.7,72.5,-,-,6.18
2012,La Liga,Athletic Club,Gaizka Toquero Athletic Club/30/AM(CR)^FW ,Gaizka Toquero,28,AM(CR)^FW ,182,78,1(15),16,1,15,214,-,-,1,-,0.3,78.9,0.2,-,6.1
2012,La Liga,Espanyol,Javi López Espanyol/28/D(R)^DM(C) ,Javi López,26,D(R)^DM(C) ,180,76,28(4),32,28,4,2567,1,-,8,1,0.4,63.4,1.2,2,7.09
2012,La Liga,Espanyol,Víctor Sánchez Espanyol/27/D(R)^M(C) ,Víctor Sánchez,25,D(R)^M(C) ,174,72,33,33,33,0,2745,1,1,17,1,0.8,75,2,1,7.06
2012,La Liga,Espanyol,Mubarak Wakaso Espanyol/24/AM(LR) ,Mubarak Wakaso,22,AM(LR) ,171,66,23(3),26,23,3,1953,3,6,13,2,1.7,73.2,0.8,1,7.01
2012,La Liga,Espanyol,Álvaro Vázquez Espanyol/23/FW ,Álvaro Vázquez,21,FW ,182,71,2,2,2,0,145,1,-,-,-,3,77.8,-,-,7
2012,La Liga,Espanyol,Diego Colotto Espanyol/33/D(C) ,Diego Colotto,31,D(C) ,184,83,28,28,28,0,2469,2,1,7,1,0.6,62.9,1.7,3,6.94
2012,La Liga,Espanyol,Kiko Casilla Espanyol/28/GK ,Kiko Casilla,26,GK ,191,84,20(1),21,20,1,1822,-,-,4,-,-,38.3,0.8,1,6.91
2012,La Liga,Espanyol,Héctor Moreno Espanyol/26/D(C) ,Héctor Moreno,24,D(C) ,183,80,31(1),32,31,1,2775,2,2,8,1,0.4,76.2,2.4,1,6.91
2012,La Liga,Espanyol,Juan Forlín Espanyol/26/D(C)^DM(C) ,Juan Forlín,24,D(C)^DM(C) ,180,77,32(1),33,32,1,2777,-,-,16,1,0.3,72.6,3.2,-,6.85
2012,La Liga,Espanyol,Cristian Álvarez Espanyol/28/GK ,Cristian Álvarez,26,GK ,185,85,18,18,18,0,1599,-,-,6,-,-,49.3,0.2,1,6.85
2012,La Liga,Espanyol,Sergio García Espanyol/31/AM(CR)^FW ,Sergio García,29,AM(CR)^FW ,174,72,27(1),28,27,1,2409,7,5,4,1,2.1,65.6,0.4,2,6.84
2012,La Liga,Espanyol,Christian Stuani Espanyol/28/AM(CR)^FW ,Christian Stuani,26,AM(CR)^FW ,186,77,21(11),32,21,11,2161,7,4,14,-,1.5,59.5,3.1,-,6.81
2012,La Liga,Espanyol,Víctor Álvarez Espanyol/21/D(L) ,Víctor Álvarez,19,D(L) ,178,71,13(5),18,13,5,1191,-,2,1,1,0.2,67.6,1.2,-,6.7
2012,La Liga,Espanyol,Joan Verdú Espanyol/31/M(C) ,Joan Verdú,29,M(C) ,178,71,36(1),37,36,1,3131,9,3,7,-,1.6,80.5,0.4,-,6.7
2012,La Liga,Espanyol,Raúl Rodríguez Espanyol/27/D(CR)^DM(C) ,Raúl Rodríguez,25,D(CR)^DM(C) ,183,70,18(5),23,18,5,1686,-,-,4,1,0.3,78.8,1.7,2,6.68
2012,La Liga,Espanyol,Felipe Mattioni Espanyol/26/D(R) ,Felipe Mattioni,24,D(R) ,180,75,4(2),6,4,2,374,-,-,2,-,0.2,79.3,0.3,-,6.6
2012,La Liga,Espanyol,Simão Espanyol/34/AM(CLR) ,Simão,32,AM(CLR) ,170,64,18(8),26,18,8,1531,3,2,5,-,0.5,75.5,0.5,-,6.59
2012,La Liga,Espanyol,Joan Capdevila Espanyol/36/D(L) ,Joan Capdevila,34,D(L) ,182,78,25(1),26,25,1,2257,-,-,6,-,0.5,71.5,1,1,6.56
2012,La Liga,Espanyol,Raúl Baena Espanyol/25/DM(C) ,Raúl Baena,23,DM(C) ,179,73,11(8),19,11,8,1012,1,1,6,-,0.7,77.9,1.2,-,6.48
2012,La Liga,Espanyol,Rui Fonte Espanyol/24/AM(R) ,Rui Fonte,22,AM(R) ,181,73,5(5),10,5,5,493,-,-,2,-,1,74.5,1.3,-,6.44
2012,La Liga,Espanyol,Samuele Longo Espanyol/22/FW ,Samuele Longo,20,FW ,185,75,11(7),18,11,7,1011,3,-,3,1,1.5,55.9,0.9,-,6.43
2012,La Liga,Espanyol,Cristian Alfonso Espanyol/25/M ,Cristian Alfonso,23,M ,183,77,2(11),13,2,11,303,-,-,1,-,0.4,64.8,0.2,-,6.24
2012,La Liga,Espanyol,Cristian Gómez Espanyol/25/DM(C) ,Cristian Gómez,23,DM(C) ,181,75,8(8),16,8,8,735,-,1,3,-,0.3,86.1,0.4,-,6.23
2012,La Liga,Espanyol,Sergio Tejera Espanyol/24/M(C) ,Sergio Tejera,22,M(C) ,181,76,3(9),12,3,9,329,1,-,5,-,0.7,76,0.4,-,6.22
2012,La Liga,Espanyol,Martin Petrov Espanyol/35/AM(LR) ,Martin Petrov,33,AM(LR) ,180,77,0(8),8,0,8,126,-,1,-,-,0.5,73,-,-,6.14
2012,La Liga,Espanyol,Albín Espanyol/28/AM(CL) ,Albín,26,AM(CL) ,179,77,2(5),7,2,5,256,1,-,1,1,0.9,75,0.6,-,6.13
2012,La Liga,Valladolid,Patrick Ebert Valladolid/27/AM(R) ,Patrick Ebert,25,AM(R) ,175,72,22(1),23,22,1,1816,6,7,4,-,3,73.3,1.7,4,7.46
2012,La Liga,Valladolid,Dani Hernández Valladolid/29/GK ,Dani Hernández,27,GK ,196,85,24,24,24,0,2160,-,-,1,-,-,52.2,0.8,2,7.1
2012,La Liga,Valladolid,Manucho Valladolid/31/FW ,Manucho,29,FW ,188,82,19(6),25,19,6,1677,8,3,3,1,1.8,60.5,6.8,2,7.08
2012,La Liga,Valladolid,Jaime Valladolid/33/GK ,Jaime,31,GK ,188,80,14,14,14,0,1260,-,-,1,-,-,63,0.4,1,7.06
2012,La Liga,Valladolid,Víctor Pérez Valladolid/26/M(C) ,Víctor Pérez,24,M(C) ,178,71,24(1),25,24,1,2164,4,-,4,-,0.7,81.3,1,1,6.94
2012,La Liga,Valladolid,Mikel Balenziaga Valladolid/26/D(L) ,Mikel Balenziaga,24,D(L) ,177,76,32,32,32,0,2873,-,1,3,-,0.1,73,1.1,1,6.93
2012,La Liga,Valladolid,Henrique Sereno Valladolid/29/D(CLR) ,Henrique Sereno,27,D(CLR) ,187,78,19(1),20,19,1,1712,1,-,5,1,0.4,73.5,2.5,-,6.86
2012,La Liga,Valladolid,Marc Valiente Valladolid/27/D(C) ,Marc Valiente,25,D(C) ,184,71,28,28,28,0,2411,-,1,4,-,0.3,85.6,1.8,1,6.85
2012,La Liga,Valladolid,Jesús Rueda Valladolid/27/D(C) ,Jesús Rueda,25,D(C) ,181,78,26(2),28,26,2,2412,-,-,3,-,0.1,81.1,1.4,-,6.84
2012,La Liga,Valladolid,Óscar Valladolid/31/AM(CL) ,Óscar,29,AM(CL) ,180,71,33(2),35,33,2,2956,12,7,6,-,1.5,80.4,0.6,3,6.83
2012,La Liga,Valladolid,Carlos Peña Valladolid/31/D(CL) ,Carlos Peña,29,D(CL) ,181,73,11(6),17,11,6,1056,-,1,3,-,0.4,75.3,1.1,-,6.83
2012,La Liga,Valladolid,Omar Ramos Valladolid/26/AM(LR) ,Omar Ramos,24,AM(LR) ,172,61,29(5),34,29,5,2456,1,5,5,-,0.9,81.6,0.6,-,6.77
2012,La Liga,Valladolid,Antonio Rukavina Valladolid/30/D(R) ,Antonio Rukavina,28,D(R) ,177,73,37,37,37,0,3330,1,2,4,1,0.4,75.7,0.3,-,6.66
2012,La Liga,Valladolid,Álvaro Rubio Valladolid/35/DM(C) ,Álvaro Rubio,33,DM(C) ,178,80,34(1),35,34,1,2854,-,2,8,-,0.4,84.9,1,-,6.66
2012,La Liga,Valladolid,Javi Guerra Valladolid/32/FW ,Javi Guerra,30,FW ,179,77,17(13),30,17,13,1613,8,-,4,-,1.2,78.6,2.1,1,6.61
2012,La Liga,Valladolid,Daniel Larsson Valladolid/27/AM(CR) ,Daniel Larsson,25,AM(CR) ,175,79,17(1),18,17,1,1422,-,1,2,-,0.9,76.6,0.1,-,6.59
2012,La Liga,Valladolid,Alberto Bueno Valladolid/26/AM(CL)^FW ,Alberto Bueno,24,AM(CL)^FW ,178,64,14(19),33,14,19,1462,5,4,4,-,1.1,78.2,0.1,1,6.57
2012,La Liga,Valladolid,Lluis Sastre Valladolid/28/DM(C) ,Lluis Sastre,26,DM(C) ,175,71,13(16),29,13,16,1377,1,-,10,-,0.4,83.1,0.7,-,6.41
2012,La Liga,Valladolid,Javier Baraja Valladolid/34/D(C)^DM(C) ,Javier Baraja,32,D(C)^DM(C) ,179,79,3(9),12,3,9,336,1,-,1,-,0.3,76.4,0.4,-,6.35
2012,La Liga,Valladolid,Rubén Peña Valladolid/23/M ,Rubén Peña,21,M ,170,65,0(4),4,0,4,78,-,-,-,-,0.5,71.1,0.5,-,6.3
2012,La Liga,Valladolid,Valdet Rama Valladolid/26/AM(L) ,Valdet Rama,24,AM(L) ,178,77,1(4),5,1,4,135,-,-,-,-,0.4,76.9,0.6,-,6.27
2012,La Liga,Valladolid,Juan Ángel Neira Valladolid/25/FW ,Juan Ángel Neira,23,FW ,177,69,1(6),7,1,6,103,-,-,1,-,0.4,80.4,0.3,-,6.17
2012,La Liga,Valladolid,Lolo Valladolid/21/FW ,Lolo118478,19,FW ,182,78,0(7),7,0,7,92,-,-,1,-,0.7,58.8,0.1,-,6.14
2012,La Liga,Granada,Diego Mainz Granada/31/D(C) ,Diego Mainz,29,D(C) ,187,79,26(1),27,26,1,2367,1,-,2,-,0.3,82.4,4.1,3,7.27
2012,La Liga,Granada,Manuel Lucena Granada/31/M ,Manuel Lucena,29,M ,186,77,2,2,2,0,180,-,-,-,-,1,75,3,-,7.14
2012,La Liga,Granada,Nolito Granada/28/AM(L) ,Nolito,26,AM(L) ,172,70,17,17,17,0,1461,3,1,2,-,2.4,74.2,0.2,3,7.05
2012,La Liga,Granada,Dani Benítez Granada/27/AM(L) ,Dani Benítez,25,AM(L) ,171,69,9,9,9,0,724,1,1,3,-,2.7,63.5,2,-,7.05
2012,La Liga,Granada,Guillherme Siqueira Granada/28/D(L) ,Guillherme Siqueira,26,D(L) ,183,76,35,35,35,0,3012,6,3,6,1,0.6,69.9,0.9,4,7.01
2012,La Liga,Granada,Roberto Granada/35/GK ,Roberto34614,33,GK ,180,80,14,14,14,0,1260,-,1,3,-,-,35.5,0.5,-,6.93
2012,La Liga,Granada,Nyom Granada/26/D(R) ,Nyom,24,D(R) ,189,82,35,35,35,0,2967,-,2,9,-,0.5,70.8,0.7,-,6.89
2012,La Liga,Granada,Toño Granada/34/GK ,Toño,32,GK ,182,81,25,25,25,0,2250,-,-,3,-,-,42.1,0.4,1,6.86
2012,La Liga,Granada,Yacine Brahimi Granada/24/AM(CLR) ,Yacine Brahimi,22,AM(CLR) ,175,67,21(6),27,21,6,1882,-,1,6,1,1.4,84.6,0.1,1,6.83
2012,La Liga,Granada,Recio Granada/23/DM(C) ,Recio,21,DM(C) ,183,74,14(1),15,14,1,1255,2,-,5,-,0.8,81,1.2,-,6.83
2012,La Liga,Granada,Mikel Rico Granada/29/M(C) ,Mikel Rico,27,M(C) ,178,76,38,38,38,0,3398,2,-,4,1,0.9,81.6,0.6,1,6.81
2012,La Liga,Granada,Íñigo López Granada/32/D(C) ,Íñigo López,30,D(C) ,184,79,21(2),23,21,2,1907,-,-,8,-,0.7,77.1,3.6,-,6.76
2012,La Liga,Granada,Youssef El-Arabi Granada/27/AM(CL)^FW ,Youssef El-Arabi,25,AM(CL)^FW ,183,84,23(8),31,23,8,2012,8,1,4,-,1.8,65.9,2.6,1,6.7
2012,La Liga,Granada,Iriney Granada/33/DM(C) ,Iriney,31,DM(C) ,179,70,21(4),25,21,4,1811,-,-,5,1,0.3,82.9,1.1,-,6.64
2012,La Liga,Granada,Pape Malickou Diakhaté Granada/30/D(C) ,Pape Malickou Diakhaté,28,D(C) ,185,79,17(1),18,17,1,1499,-,-,6,-,0.2,74.1,1.3,-,6.64
2012,La Liga,Granada,Odion Ighalo Granada/25/FW ,Odion Ighalo,23,FW ,188,70,19(9),28,19,9,1786,4,2,4,-,1.8,71.2,1,-,6.61
2012,La Liga,Granada,Borja Gómez Granada/26/D(C) ,Borja Gómez,24,D(C) ,184,77,12,12,12,0,1080,-,-,3,1,0.3,71,1.9,-,6.59
2012,La Liga,Granada,Gabriel Torje Granada/24/AM(LR)^FW ,Gabriel Torje,22,AM(LR)^FW ,167,65,28(6),34,28,6,2233,3,-,6,-,1.3,64.9,0.5,1,6.58
2012,La Liga,Granada,Antonio Floro Flores Granada/31/AM(L)^FW ,Antonio Floro Flores,29,AM(L)^FW ,183,78,5(5),10,5,5,505,1,-,4,-,2.6,61.9,3.1,1,6.51
2012,La Liga,Granada,Fabián Orellana Granada/28/AM(CLR) ,Fabián Orellana,26,AM(CLR) ,168,70,12(5),17,12,5,1072,-,1,2,-,1.2,74.6,0.6,-,6.51
2012,La Liga,Granada,Diego Buonanotte Granada/26/AM(CL) ,Diego Buonanotte,24,AM(CL) ,161,57,4(11),15,4,11,590,1,1,3,-,1.1,75.3,-,-,6.42
2012,La Liga,Granada,Juanma Ortiz Granada/32/D(LR)^M(R) ,Juanma Ortiz,30,D(LR)^M(R) ,179,70,5(17),22,5,17,801,-,2,3,-,0.1,74.1,0.4,-,6.34
2012,La Liga,Granada,Brayan Angulo Granada/24/D(L) ,Brayan Angulo,22,D(L) ,174,71,4(11),15,4,11,570,1,-,1,-,0.1,67.6,0.5,-,6.34
2012,La Liga,Granada,Jaime Romero Granada/24/AM(LR) ,Jaime Romero,22,AM(LR) ,176,68,2(9),11,2,9,248,-,1,2,-,0.6,72.7,0.5,-,6.32
2012,La Liga,Granada,Aranda Granada/34/AM(C)^FW ,Aranda,32,AM(C)^FW ,186,82,9(8),17,9,8,871,1,1,4,-,1,72.9,1,-,6.28
2012,La Liga,Granada,Hassan Yebda Granada/30/DM(C) ,Hassan Yebda,28,DM(C) ,187,77,0(2),2,0,2,43,-,-,-,-,-,52.9,1,-,6.14
2012,La Liga,Granada,Moisés Hurtado Granada/33/DM(C) ,Moisés Hurtado,31,DM(C) ,185,84,1,1,1,0,48,-,-,1,-,-,93.3,1,-,6.07
2012,La Liga,Granada,Darwin Machís Granada/21/FW ,Darwin Machís,19,FW ,169,72,0(4),4,0,4,40,-,-,-,-,0.5,66.7,0.3,-,6.04
2012,La Liga,Osasuna,Emiliano Armenteros Osasuna/28/AM(CLR) ,Emiliano Armenteros,26,AM(CLR) ,179,78,30,30,30,0,2648,3,5,11,1,2.5,70.3,1.8,3,7.34
2012,La Liga,Osasuna,Damiá Osasuna/32/D(LR)^M(R) ,Damiá,30,D(LR)^M(R) ,188,79,29,29,29,0,2489,-,1,15,-,0.4,72.3,3.5,2,7.33
